id,country,d_age_i,d_gender,d_marital_c_u,d_edu_c_o,,d_chdn_i,d_region_c_o,d_hosp_c_u,d_job_role_c_u,d_work_unit_c_u,other_prof,d_contact_freq_i,d_job_type_c_u,d_training_years_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,b_manage,b_honest_manage,b_dir_interest
,Cameroon,39,Female,Prefer not to say,High School Diploma,,4,Douala,Lucrative private health Facility,Nurse,Maternity,,Almost every day of the month,Fulltime,6 to 10 years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,31,Male,Living with another (Married - Partnership),Other,,3,Douala,Lucrative private health Facility,Allied health professionals,Other,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,No,Yes,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,25,Female,Living with another (Married - Partnership),Post-Secondary School/SSS/SHS Certificate,,2,Douala,Lucrative private health Facility,Allied health professionals,Other,,Never,Long-Term Contract (>12mths),2 to 5  years,Yes,No,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,31,Female,Living with another (Married - Partnership),High School Diploma,,4,Douala,Lucrative private health Facility,Medical Doctor,Other,,Almost every day of the month,Fulltime,2 to 5  years,Yes,Yes,Yes,No,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
,Cameroon,31,Male,Living alone,Other,,3,Douala,Lucrative private health Facility,Nurse,Other,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,No,Yes,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,35,Female,Living with another (Married - Partnership),Masters,,1,Douala,Lucrative private health Facility,Physician Assistant,Medical Unit,,Almost every day of the month,Long-Term Contract (>12mths),< 1 year,Yes,Yes,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree
,Cameroon,25,Male,Living alone,First University Degree,,1,Douala,Lucrative private health Facility,Physician Assistant,Medical Unit,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,Yes,Yes,Yes,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,43,Male,Separated/ Divorced/ Widowed,Masters,,More than 5,Douala,Lucrative private health Facility,Medical Doctor,Matches the job that you do Surgical Unit,,Almost every day of the month,Long-Term Contract (>12mths),11 to 15 years,Yes,Yes,Yes,No,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
,Cameroon,33,Female,Living alone,Post-Secondary School/SSS/SHS Certificate,,4,Douala,Lucrative private health Facility,Midwife,Maternity,,Almost every day of the month,Fulltime,6 to 10 years,No,No,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,30,Female,Living with another (Married - Partnership),High School Diploma,,3,Yaounde,Unlucrative private Health facility,Midwife,Maternity,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,28,Male,Living alone,High School Diploma,,1,Yaounde,Unlucrative private Health facility,Midwife,Maternity,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,Unsure,No,No,Unsure,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,30,Female,Living alone,High School Diploma,,2,Yaounde,Unlucrative private Health facility,Midwife,Maternity,,Almost every day of the month,Short-term contract (< 13mths),6 to 10 years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,32,Male,Living with another (Married - Partnership),First University Degree,,2,Yaounde,Denomitional Health Facility,Nurse,Medical Unit,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,Yes,No,Yes,No,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,29,Female,Living alone,Other,,3,Yaounde,Unlucrative private Health facility,Nurse,Emergency,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,30,Female,Prefer not to say,High School Diploma,,More than 5,Yaounde,Others,Nurse Assistant Clinical,Medical Unit,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,Unsure,No,Yes,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,45,Female,Living with another (Married - Partnership),Post-Secondary School/SSS/SHS Certificate,,4,Yaounde,Unlucrative private Health facility,Non clinical,Other,,Almost every day of the month,Fulltime,< 1 year,No,No,Unsure,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
,Cameroon,27,Male,Living alone,High School Diploma,,1,Yaounde,Unlucrative private Health facility,Allied health professionals,Other,,Almost every day of the month,Short-term contract (< 13mths),< 1 year,No,Yes,Yes,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree
,Cameroon,29,Female,Living with another (Married - Partnership),Other,,3,Yaounde,Unlucrative private Health facility,Allied health professionals,Other,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,32,Female,Living with another (Married - Partnership),High School Diploma,,4,Yaounde,Unlucrative private Health facility,Allied health professionals,Other,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,Yes,Yes,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,25,Female,Living alone,Masters,,1,Yaounde,Denomitional Health Facility,Nurse,Medical Unit,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,No,No,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree
,Cameroon,35,Male,Living with another (Married - Partnership),Post-Secondary School/SSS/SHS Certificate,,3,Yaounde,Unlucrative private Health facility,Non clinical,Other,,Almost every day of the month,Fulltime,2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,28,Male,Living alone,First University Degree,,1,Yaounde,Unlucrative private Health facility,Pharmacist,Medical Unit,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,Yes,Yes,Yes,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree
,Cameroon,30,Male,Living with another (Married - Partnership),Masters,,3,Yaounde,Unlucrative private Health facility,Allied health professionals,Medical Unit,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree
,Cameroon,29,Female,Living with another (Married - Partnership),Post-Secondary School/SSS/SHS Certificate,,2,Yaounde,Unlucrative private Health facility,Nurse,Medical Unit,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,Yes,Yes,Unsure,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,26,Male,Living with another (Married - Partnership),First University Degree,,1,Yaounde,Unlucrative private Health facility,Pharmacist,Medical Unit,,Almost every day of the month,Prefer not to say,2 to 5  years,Yes,No,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
,Cameroon,30,Male,Living with another (Married - Partnership),First University Degree,,5,Yaounde,Unlucrative private Health facility,Nurse,Pediatric,,Almost every day of the month,Fulltime,2 to 5  years,No,No,Yes,No,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
,Cameroon,49,Female,Living alone,First University Degree,,1,Yaounde,Unlucrative private Health facility,Non clinical,Other,,Almost every day of the month,Long-Term Contract (>12mths),< 1 year,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
,Cameroon,23,Female,Living alone,Post-Secondary School/SSS/SHS Certificate,,1,Yaounde,Unlucrative private Health facility,Nurse,Pediatric,,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,Yes,Yes,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree
,Cameroon,27,Male,Living alone,Other,,1,Yaounde,Unlucrative private Health facility,Allied health professionals,Other,,Almost every day of the month,Short-term contract (< 13mths),< 1 year,No,No,Yes,No,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,25,Male,Living alone,High School Diploma,,1,Yaounde,Unlucrative private Health facility,Allied health professionals,Other,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree
,Cameroon,31,Male,Living alone,Other,,4,Yaounde,Unlucrative private Health facility,Allied health professionals,Other,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,No,Yes,No,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,32,Female,Prefer not to say,High School Diploma,,3,Yaounde,Unlucrative private Health facility,Midwife,Maternity,,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,Yes,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree
,Cameroon,29,Male,Living alone,High School Diploma,,1,Yaounde,Unlucrative private Health facility,Pharmacist,Medical Unit,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,Yes,Yes,Yes,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,27,Male,Living alone,Masters,,1,Yaounde,Unlucrative private Health facility,Medical Doctor,Emergency,,Almost every day of the month,Fulltime,2 to 5  years,Yes,Yes,Yes,Yes,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,35,Female,Living alone,Secondary School/SHS/SSS or Lower,,1,Yaounde,Unlucrative private Health facility,Midwife,Maternity,,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,28,Female,Living with another (Married - Partnership),First University Degree,,2,Yaounde,Unlucrative private Health facility,Nurse,Maternity,,Almost every day of the month,Short-term contract (< 13mths),6 to 10 years,No,No,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,30,Female,Living with another (Married - Partnership),First University Degree,,3,Yaounde,Others,Nurse,Pediatric,,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree
,Cameroon,31,Female,Prefer not to say,First University Degree,,1,Yaounde,Others,Nurse,Medical Unit,,Almost every day of the month,Prefer not to say,< 1 year,Yes,Yes,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree
,Cameroon,27,Female,Living with another (Married - Partnership),First University Degree,,4,Yaounde,Unlucrative private Health facility,Midwife,Maternity,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,Yes,Yes,Yes,Yes,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree
,Cameroon,28,Female,Living alone,Post-Secondary School/SSS/SHS Certificate,,2,Yaounde,Unlucrative private Health facility,Non clinical,Other,,Almost every day of the month,Short-term contract (< 13mths),< 1 year,No,No,Yes,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree
,Cameroon,31,Male,Prefer not to say,First University Degree,,2,Yaounde,Denomitional Health Facility,Nurse,Medical Unit,,Almost every day of the month,Prefer not to say,< 1 year,Yes,Yes,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree
,Cameroon,20,Female,Prefer not to say,High School Diploma,,1,Yaounde,Unlucrative private Health facility,Nurse,Medical Unit,,Almost every day of the month,Voluntary,< 1 year,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,33,Female,Living with another (Married - Partnership),Other,,3,Yaounde,Others,Non clinical,Other,,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,Unsure,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,21,Female,Living alone,Other,,1,Yaounde,Lucrative private health Facility,Health Assistants,Other,,Never,Part time,< 1 year,No,No,No,No,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree
,Cameroon,24,Female,Living alone,High School Diploma,,1,Yaounde,Lucrative private health Facility,Health Assistants,Other,,Never,Long-Term Contract (>12mths),2 to 5  years,No,No,Unsure,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree
