cid,record_id,Country,age,gender,marital,educ,educ_other,child_dependants,Regions,healthtype_2,role,role_other,healthtype,If_Yes,jobrole,train_years,experience_1,experience_2,experience_3,experience_4,service_demand_1,service_demand_2,skills_1,skills_2,skills_3,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,social_influence_1,social_influence_2,social_influence_3,social_influence_4,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3
hcw_8847,434,Uganda,28,Male,Married,NULL,NULL,2,Mid Northern,Public,Nurse,NULL,emergency,daily,Fulltime,NULL,Yes,No,Yes,Yes,strongly agree,agree,disagree,somewhat agree,agree,agree,disagree,somewhat agree,strongly agree,strongly agree,disagree,agree,strongly disagree,strongly agree,agree,agree,disagree,agree,agree,strongly agree,agree,strongly disagree,agree,agree,disagree,agree
hcw_8848,435,Uganda,29,Male,Married,NULL,NULL,2,Mid Northern,Public,Nurse,NULL,emergency,daily,part time,NULL,Yes,No,Yes,Yes,strongly agree,agree,disagree,somewhat agree,agree,agree,disagree,somewhat agree,strongly agree,strongly agree,disagree,agree,strongly disagree,strongly agree,agree,agree,disagree,agree,agree,strongly agree,agree,strongly disagree,agree,agree,disagree,agree
hcw_8849,436,Uganda,30,Female,Married,NULL,NULL,2,Mid Northern,Public,Nurse,NULL,emergency,daily,part time,NULL,Yes,No,Yes,Yes,strongly agree,agree,disagree,somewhat agree,agree,agree,disagree,somewhat agree,strongly agree,strongly agree,disagree,agree,strongly disagree,strongly agree,agree,agree,disagree,agree,agree,strongly agree,agree,strongly disagree,agree,agree,disagree,agree
hcw_8850,437,Uganda,31,Female,Living with partner,NULL,NULL,2,Central 1,Public,Medical doctor,NULL,Medical unit,daily,Fulltime,NULL,No,No,Yes,Yes,strongly disagree,disagree,agree,strongly agree,somewhat agree,agree,agree,agree,disagree,strongly agree,agree,disagree,strongly agree,strongly disagree,agree,agree,agree,somewhat agree,agree,agree,somewhat agree,agree,agree,disagree,disagree,somewhat disagree
hcw_8851,438,Uganda,26,Female,Single (never married),NULL,NULL,0,Central 1,Public,Medical doctor,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,agree,agree,somewhat disagree,strongly agree,agree,agree,agree,strongly agree,strongly disagree,agree,strongly agree,somewhat agree,strongly agree,agree,agree,strongly agree,agree,somewhat disagree,strongly agree,agree,disagree,agree,disagree,disagree,disagree,strongly disagree
hcw_8852,439,Uganda,30,Female,Single (never married),NULL,NULL,0,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,more than one day per week,Fulltime,NULL,Unsure,No,Yes,Yes,agree,somewhat agree,somewhat agree,agree,strongly agree,strongly agree,strongly agree,agree,strongly disagree,strongly agree,agree,agree,agree,neither agree nor disagree,strongly agree,strongly agree,agree,neither agree nor disagree,agree,agree,neither agree nor disagree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree
hcw_8853,440,Uganda,25,Male,Single (never married),NULL,NULL,0,Central 1,Public,Midwife,NULL,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,Yes,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8854,441,Uganda,27,Male,Married,NULL,NULL,0,Central 1,Public,Medical doctor,NULL,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,Yes,strongly disagree,somewhat agree,agree,agree,disagree,disagree,disagree,strongly agree,strongly disagree,strongly agree,strongly agree,disagree,somewhat agree,strongly disagree,strongly agree,strongly agree,agree,disagree,strongly agree,strongly agree,somewhat agree,strongly disagree,disagree,neither agree nor disagree,somewhat disagree,neither agree nor disagree
hcw_8855,442,Uganda,28,Male,Living with partner,NULL,NULL,3,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,NA,Fulltime,NULL,Unsure,No,Yes,Yes,strongly disagree,strongly disagree,disagree,somewhat disagree,somewhat disagree,strongly disagree,somewhat disagree,strongly disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8856,443,Uganda,28,Male,Living with partner,NULL,NULL,3,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,NA,Fulltime,NULL,Unsure,No,Yes,Yes,strongly disagree,strongly disagree,disagree,somewhat disagree,somewhat disagree,strongly disagree,somewhat disagree,strongly disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8857,444,Uganda,40,Male,Separated,NULL,NULL,2,Central 1,Public,Administrative,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,strongly agree,disagree,somewhat agree,strongly agree,strongly agree,somewhat disagree,strongly agree,strongly agree,strongly agree,somewhat agree,somewhat agree,strongly agree,strongly disagree,somewhat agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8858,445,Uganda,31,Male,Living with partner,NULL,NULL,1,Central 1,Public,Administrative,NULL,Other,daily,Fulltime,NULL,No,No,Yes,No,agree,agree,somewhat disagree,somewhat disagree,somewhat disagree,agree,agree,agree,agree,strongly agree,agree,agree,agree,strongly disagree,agree,agree,agree,somewhat agree,strongly agree,strongly agree,somewhat disagree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_8859,446,Uganda,31,Male,Living with partner,NULL,NULL,1,Central 1,Public,Administrative,NULL,Other,daily,Fulltime,NULL,No,No,Yes,No,agree,agree,somewhat disagree,somewhat disagree,somewhat disagree,agree,agree,agree,agree,strongly agree,agree,agree,agree,strongly disagree,agree,agree,agree,somewhat agree,strongly agree,strongly agree,somewhat disagree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_8860,447,Uganda,26,Female,Single (never married),NULL,NULL,0,Central 1,Public,Allied health professional,Laboratory Technician,Laboratory,more than one day per week,Fulltime,NULL,Yes,No,Yes,Yes,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly disagree,strongly agree,strongly agree,agree,agree,strongly agree,agree,agree,agree,strongly agree,strongly disagree,disagree,disagree
hcw_8861,448,Uganda,26,Female,Living with partner,NULL,NULL,1,Central 1,Public,Medical doctor,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,somewhat agree,somewhat agree,agree,agree,agree,agree,agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,agree,strongly agree,agree,somewhat disagree,agree,agree,disagree,somewhat disagree,somewhat agree,disagree,disagree,disagree
hcw_8862,449,Uganda,30,Female,Married,NULL,NULL,2,Central 1,Public,Medical doctor,NULL,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,Yes,strongly agree,strongly agree,somewhat agree,strongly agree,somewhat disagree,strongly agree,somewhat agree,strongly agree,disagree,strongly agree,strongly agree,disagree,agree,strongly disagree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8863,450,Uganda,26,Male,Single (never married),NULL,NULL,3,Central 1,Public,Medical doctor,NULL,Other,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,somewhat agree,agree,agree,agree,somewhat agree,somewhat agree,disagree,somewhat disagree,agree,agree,agree,somewhat agree,strongly agree,somewhat agree,somewhat agree,strongly agree,agree,neither agree nor disagree,strongly agree,strongly agree,somewhat agree,strongly agree,somewhat disagree,somewhat agree,strongly disagree,disagree
hcw_8864,451,Uganda,27,Male,Married,NULL,NULL,0,Central 1,Public,Nurse,NULL,Medical unit,more than one day per week,Fulltime,NULL,Yes,No,Yes,Yes,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree
hcw_8865,452,Uganda,25,Female,Single (never married),NULL,NULL,0,Central 1,Public,Nurse,NULL,Medical unit,more than one day per week,Fulltime,NULL,Yes,No,Yes,Yes,strongly agree,strongly agree,agree,strongly agree,agree,agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,strongly disagree,disagree,disagree
hcw_8866,453,Uganda,25,Male,Single (never married),NULL,NULL,2,Central 1,Public,Medical doctor,NULL,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,Yes,somewhat disagree,disagree,disagree,agree,somewhat disagree,somewhat agree,strongly disagree,strongly disagree,neither agree nor disagree,strongly agree,somewhat agree,strongly disagree,neither agree nor disagree,strongly disagree,somewhat agree,agree,somewhat agree,neither agree nor disagree,strongly agree,strongly agree,somewhat disagree,strongly agree,disagree,somewhat agree,somewhat agree,somewhat agree
hcw_8867,454,Uganda,27,Male,Civil partnership,NULL,NULL,1,Central 1,Public,Midwife,NULL,Other,NA,Fulltime,NULL,No,No,Yes,No,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,agree,strongly agree,strongly agree,somewhat agree,strongly disagree,somewhat agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8868,455,Uganda,26,Male,Separated,NULL,NULL,1,Central 1,Public,Nurse,NULL,surgical,more than one day per week,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat agree,somewhat agree,somewhat agree
hcw_8869,456,Uganda,32,Male,Married,NULL,NULL,2,Central 1,Public,Nurse,NULL,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,Yes,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,disagree,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_8870,457,Uganda,27,Male,Single (never married),NULL,NULL,3,Central 1,Public,Medical doctor,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,somewhat agree,somewhat disagree,somewhat agree,somewhat agree,agree,agree,disagree,somewhat disagree,agree,strongly agree,somewhat agree,disagree,disagree,strongly disagree,agree,strongly agree,strongly agree,somewhat disagree,strongly agree,strongly agree,disagree,strongly agree,somewhat disagree,disagree,disagree,disagree
hcw_8871,458,Uganda,28,Male,Living with partner,NULL,NULL,0,Central 1,Public,Nurse,NULL,emergency,more than one day per week,Fulltime,NULL,Yes,Yes,Yes,Yes,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,disagree,disagree
hcw_8872,459,Uganda,30,Male,Single (never married),NULL,NULL,7,Central 1,Public,Nurse,NULL,emergency,more than one day per week,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree
hcw_8873,460,Uganda,37,Male,Separated,NULL,NULL,1,Central 1,Public,Midwife,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8874,461,Uganda,22,Male,Single (never married),NULL,NULL,0,Central 1,Public,Midwife,NULL,emergency,more than one day per week,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8875,462,Uganda,23,Male,Single (never married),NULL,NULL,0,Central 1,Public,Midwife,NULL,surgical,more than one day per week,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8876,463,Uganda,27,Male,Single (never married),NULL,NULL,1,Central 1,Public,Administrative,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8877,464,Uganda,25,Male,Single (never married),NULL,NULL,0,Central 1,Public,Other,NULL,Medical unit,NA,Fulltime,NULL,No,No,Yes,No,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat disagree,strongly agree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,strongly disagree,strongly disagree,somewhat agree
hcw_8878,465,Uganda,29,Male,Single (never married),NULL,NULL,0,Central 1,Public,Administrative,NULL,Other,more than one day per week,Fulltime,NULL,Unsure,Unsure,Yes,Yes,strongly agree,agree,neither agree nor disagree,agree,strongly agree,strongly agree,disagree,agree,somewhat disagree,agree,strongly agree,agree,strongly agree,agree,agree,strongly agree,strongly agree,neither agree nor disagree,agree,agree,agree,agree,agree,somewhat disagree,neither agree nor disagree,neither agree nor disagree
hcw_8879,466,Uganda,25,Male,Living with partner,NULL,NULL,0,Central 1,Public,Midwife,NULL,maternity,more than one day per week,Fulltime,NULL,Yes,Unsure,Yes,Yes,strongly agree,agree,disagree,agree,agree,agree,agree,agree,somewhat disagree,agree,somewhat agree,agree,somewhat agree,somewhat disagree,agree,strongly agree,agree,somewhat disagree,agree,agree,somewhat disagree,somewhat agree,somewhat disagree,strongly disagree,disagree,disagree
hcw_8880,467,Uganda,26,Male,Living with partner,NULL,NULL,0,Central 1,Public,Nurse,NULL,Other,more than one day per week,Fulltime,NULL,Yes,No,Yes,Yes,strongly agree,strongly agree,somewhat agree,strongly disagree,agree,strongly agree,agree,somewhat agree,agree,agree,agree,somewhat agree,agree,neither agree nor disagree,strongly agree,strongly agree,agree,somewhat agree,strongly agree,strongly agree,somewhat agree,agree,somewhat agree,somewhat agree,strongly disagree,disagree
hcw_8881,468,Uganda,23,Male,Prefer not to say,NULL,NULL,2,Central 1,Public,Administrative,NULL,Other,daily,part time,NULL,No,No,Yes,No,strongly agree,strongly agree,neither agree nor disagree,strongly agree,agree,strongly agree,agree,agree,somewhat disagree,strongly agree,agree,agree,agree,neither agree nor disagree,agree,strongly agree,strongly agree,agree,neither agree nor disagree,somewhat agree,somewhat agree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_8882,469,Uganda,31,Male,Married,NULL,NULL,2,Kampala,Public,Administrative,NULL,Other,daily,Fulltime,NULL,Yes,No,Yes,Yes,strongly agree,strongly agree,somewhat agree,strongly agree,strongly disagree,strongly agree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,strongly agree,somewhat agree,somewhat agree,strongly agree,disagree,disagree,agree,somewhat agree,disagree,agree,agree,strongly agree,somewhat agree,somewhat disagree,agree,somewhat agree,somewhat agree
hcw_8883,470,Uganda,24,Male,Single (never married),NULL,NULL,0,Central 1,Public,Nurse,NULL,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,Yes,agree,agree,somewhat agree,agree,agree,agree,agree,agree,somewhat agree,agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,agree,agree,agree
hcw_8884,471,Uganda,23,Female,Living with partner,NULL,NULL,1,Central 1,Public,Other,NULL,Other,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,strongly agree,neither agree nor disagree,neither agree nor disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree,agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8885,472,Uganda,24,Male,Single (never married),NULL,NULL,0,Central 1,Public,Nurse,NULL,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,Yes,agree,agree,somewhat agree,agree,agree,agree,agree,agree,somewhat agree,agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,agree,agree,agree
hcw_8886,473,Uganda,23,Male,Single (never married),NULL,NULL,0,Central 1,Public,Midwife,NULL,surgical,more than one day per week,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8887,474,Uganda,25,Female,Single (never married),NULL,NULL,3,Central 1,Public,Other,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8888,475,Uganda,26,Female,Single (never married),NULL,NULL,0,Central 1,Public,Medical doctor,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,agree,agree,agree,agree,agree,agree,somewhat agree,somewhat agree,agree,agree,somewhat disagree,disagree,agree,agree,agree,somewhat agree,somewhat agree,agree,agree,agree,agree,agree,disagree,strongly disagree,disagree
hcw_8889,476,Uganda,27,Male,Married,NULL,NULL,1,Central 1,Public,Administrative,NULL,Other,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_8890,477,Uganda,27,Male,Single (never married),NULL,NULL,1,Central 1,Public,Administrative,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8891,478,Uganda,26,Female,Single (never married),NULL,NULL,0,Central 1,Public,Other,NULL,Other,daily,Fulltime,NULL,No,Unsure,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,neither agree nor disagree,agree,agree,agree
hcw_8892,479,Uganda,27,Male,Single (never married),NULL,NULL,1,Central 1,Public,Administrative,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8893,480,Uganda,22,Male,Single (never married),NULL,NULL,0,Central 1,Public,Nurse,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,No,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,disagree,disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8894,481,Uganda,23,Male,Single (never married),NULL,NULL,7,Central 1,Public,Midwife,NULL,Other,daily,Fulltime,NULL,Yes,No,Yes,Yes,agree,agree,disagree,agree,agree,strongly agree,somewhat disagree,agree,disagree,strongly agree,somewhat disagree,somewhat agree,agree,somewhat disagree,agree,agree,agree,somewhat agree,strongly agree,strongly agree,strongly agree,agree,disagree,strongly disagree,somewhat agree,somewhat agree
hcw_8895,482,Uganda,29,Female,Living with partner,NULL,NULL,1,Central 1,Public,Medical doctor,NULL,Medical unit,more than one day per week,Fulltime,NULL,Yes,No,Yes,Yes,strongly agree,strongly agree,disagree,strongly agree,strongly agree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,somewhat agree,neither agree nor disagree,neither agree nor disagree,NA,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat disagree,somewhat disagree,somewhat disagree
hcw_8896,483,Uganda,27,Male,Single (never married),NULL,NULL,1,Central 1,Public,Administrative,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_8897,484,Uganda,24,Male,Single (never married),NULL,NULL,1,Central 1,Public,Administrative,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8898,485,Uganda,23,Male,Single (never married),NULL,NULL,2,Central 1,Public,Midwife,NULL,Medical unit,daily,Fulltime,NULL,No,No,Yes,Yes,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree,strongly agree,strongly agree,agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,agree,disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8899,486,Uganda,25,Female,Single (never married),NULL,NULL,0,Mid Northern,Private,Allied health professional,None,Laboratory,more than one day per week,part time,NULL,Yes,Yes,Yes,Yes,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,somewhat agree,somewhat agree,agree,somewhat disagree,somewhat disagree,somewhat disagree
hcw_8900,487,Uganda,27,Female,Married,NULL,NULL,3,Kampala,Public,Other,NULL,Other,daily,Fulltime,NULL,Yes,No,No,No,somewhat disagree,somewhat disagree,strongly disagree,strongly disagree,disagree,somewhat disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
hcw_8901,488,Uganda,25,Male,Single (never married),NULL,NULL,3,East Central,Private,Social worker/counsellor,NULL,Medical unit,daily,casual or locum staff,NULL,Unsure,Unsure,No,No,somewhat agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,agree,agree,agree
hcw_8902,489,Uganda,26,Male,Married,NULL,NULL,2,East Central,Private,Social worker/counsellor,NULL,Other,daily,Fulltime,NULL,No,No,Yes,Yes,disagree,somewhat agree,disagree,disagree,agree,strongly agree,disagree,agree,disagree,agree,agree,disagree,disagree,agree,disagree,agree,agree,agree,agree,agree,disagree,agree,disagree,somewhat agree,somewhat agree,somewhat agree
hcw_8903,490,Uganda,21,Male,Single (never married),NULL,NULL,0,Central 1,Public,Other,NULL,Other,daily,Fulltime,NULL,No,No,No,No,disagree,disagree,somewhat disagree,somewhat disagree,disagree,somewhat disagree,somewhat disagree,somewhat agree,somewhat disagree,somewhat agree,somewhat disagree,NA,neither agree nor disagree,somewhat agree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat disagree,neither agree nor disagree,somewhat disagree,neither agree nor disagree,somewhat disagree,somewhat disagree,disagree,somewhat disagree
hcw_8904,491,Uganda,34,Female,Married,NULL,NULL,4,Kampala,Private,Other,NULL,Other,NA,other,NULL,No,No,Yes,No,strongly disagree,strongly disagree,disagree,somewhat agree,agree,somewhat agree,strongly disagree,strongly agree,somewhat agree,agree,somewhat disagree,somewhat disagree,somewhat agree,somewhat agree,somewhat agree,strongly agree,neither agree nor disagree,somewhat agree,strongly agree,strongly agree,agree,strongly agree,somewhat agree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree
