cid,id,country,age,sex,marital,education,educ other,chn,region,hospital,job role,other prof,work unit,contact freq,job type,train years,experience_1,experience_2,experience_3,e_do_care,can manage,continue manage,general training,received ipc training,can don,can follow,55) s_can protect,is protected,will use,proto exists,can access,has isolation,get support,expected I follow,expected to follow,colleagues follow,encouraged by staff,concerned about family,risk concerned,afraid of patients,accept risk,trust_1,trust_2,trust_3
hcw_8795,383,Senegal,48,Féminin,Marié,Licence,,1,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,17,No,Yes ,No,,rather disagree,disagree,totally agree,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,agree,Yes ,Yes ,Yes ,No,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps,La_plupart_de_le_temps,rather agree
hcw_8796,384,Senegal,37,Féminin,Marié,Licence,,6,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de sante,,,13,No,Yes ,No,,agree,agree,not agree at all,not agree at all,somewhat agree,somewhat agree,rather disagree,disagree,somewhat agree,No,Yes ,No,Yes ,not agree at all,Yes ,No,Yes ,No,No,Yes ,No,Tout_le_temps,Tout_le_temps,rather disagree
hcw_8797,385,Senegal,31,Féminin,Marié,Master,,2,Dakar,Centre/poste de santé/district,Etudiant (e),,Centre de sante,,,2,No,Yes ,No,,agree,somewhat agree,not agree at all,disagree,Option 1,totally agree,totally agree,Option 1,somewhat agree,No,Yes ,Yes ,No,agree,Yes ,No,Yes ,No,Yes ,No,No,Tout_le_temps,La_plupart_de_le_temps,totally agree
hcw_8798,386,Senegal,55,Féminin,Marié,Licence,,1,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,20,No, Do not know,No,,agree,somewhat agree,disagree,not agree at all,disagree,agree,disagree,somewhat agree,agree,Yes ,Yes ,No,No,totally agree,Yes ,Yes ,No,No,No,No,Yes ,Tout_le_temps,La_plupart_de_le_temps,totally agree
hcw_8799,387,Senegal,51,Féminin,Marié,BFEM,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,21, Do not know,Yes ,No,,somewhat agree,agree,agree,agree,somewhat agree,rather disagree,somewhat agree,somewhat agree,rather disagree,No,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes , more than half the time,Tout_le_temps,totally agree
hcw_8800,388,Senegal,29,Féminin,Marié,Baccalaureate,,2,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,10,Yes ,Yes ,Yes ,,rather disagree,disagree,totally agree,disagree,agree,totally agree,agree,disagree,somewhat agree,Yes ,Yes ,No,No,agree,Yes ,Yes ,No,Yes ,Yes ,No,Yes ,Tout_le_temps,less than half the time,not agree at all
hcw_8801,389,Senegal,29,Féminin,Marié,Baccalaureate,,3,Dakar,Centre/poste de santé/district,Médical (e),,Centre de sante,Plus d'un jour pas semaine,,4,Yes ,Yes ,Yes ,,rather disagree,totally agree,somewhat agree,totally agree,Option 1,agree,agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,No,Yes ,Yes ,Yes ,No,No,Yes ,Tout_le_temps, more than half the time,totally agree
hcw_8802,390,Senegal,36,Masculin,Célibataire,Licence,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,8,No,Yes ,No,,somewhat agree,somewhat agree,rather disagree,agree,rather disagree,totally agree,totally agree,disagree,somewhat agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,No,Yes , Do not know,No,Yes ,Yes ,La_plupart_de_le_temps,La_plupart_de_le_temps,agree
hcw_8803,391,Senegal,34,Féminin,Marié,BFEM,,5,Dakar,Centre/poste de santé/district,Médical (e),,Centre de sante,,,9,No,Yes ,Yes ,,agree,somewhat agree,agree,rather disagree,agree,totally agree,rather disagree,without opinion,without opinion,No,Yes ,Yes ,No,disagree,Yes ,No,No,Yes ,Yes , Do not know,No, more than half the time, more than half the time,agree
hcw_8804,392,Senegal,39,Féminin,Marié,Licence,,5,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Plus d'un jour pas semaine,,3,No,No,No,,totally agree,agree,totally agree,somewhat agree,rather disagree,totally agree,agree,somewhat agree,totally agree,No,Yes ,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,No,Yes ,No,Yes , more than half the time,La_plupart_de_le_temps,rather disagree
hcw_8805,393,Senegal,38,Féminin,Marié,Licence,,2,Dakar,Centre/poste de santé/district,Médical (e),,Centre de sante,Quotidiennement,,7, Do not know,Yes ,Yes ,,totally agree,agree,agree,agree,agree,agree,agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,Yes ,Yes , more than half the time,Tout_le_temps,agree
hcw_8806,394,Senegal,32,Féminin,Marié,Licence,,6,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,3,No,Yes ,Yes ,,totally agree,somewhat agree,agree,totally agree,somewhat agree,agree,totally agree,somewhat agree,agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,No,Yes ,Yes ,Yes ,Tout_le_temps,less than half the time,agree
hcw_8807,395,Senegal,29,Féminin,Marié,Baccalaureate,,7,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,5,Yes ,Yes ,Yes ,,rather disagree,totally agree,totally agree,rather disagree,somewhat agree,totally agree,somewhat agree,somewhat agree,rather disagree,Yes ,Yes ,Yes ,No,agree,Yes ,Yes ,No,Yes ,Yes ,Yes ,Yes ,Tout_le_temps,less than half the time,rather agree
hcw_8808,396,Senegal,33,Féminin,Marié,Licence,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,7,No,Yes ,No,,totally agree,somewhat agree,totally agree,agree,Option 1,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Tout_le_temps,Tout_le_temps,rather disagree
hcw_8809,397,Senegal,59,Féminin,Marié,Licence,,5,Dakar,Centre/poste de santé/district,Médical (e),,Centre de sante,Quotidiennement,,21,No,Yes ,No,,not agree at all,rather disagree,somewhat agree,agree,Option 1,disagree,agree,Option 1,totally agree,Yes ,Yes ,Yes ,No,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , more than half the time,Tout_le_temps,rather disagree
hcw_8810,398,Senegal,58,Féminin,Marié,Baccalaureate,,4,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,25,No,Yes ,No,,totally agree,somewhat agree,totally agree,agree,Option 1,totally agree,agree,disagree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Tout_le_temps, more than half the time,without opinion
hcw_8811,399,Senegal,38,Féminin,Marié,Certificat,,6,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,13,No,Yes ,No,,somewhat agree,agree,rather disagree,agree,agree,rather disagree,totally agree,somewhat agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,No,Yes ,Yes , more than half the time,Tout_le_temps,totally agree
hcw_8812,400,Senegal,32,Féminin,Marié,BFEM,,4,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de sante,Quotidiennement,,7, Do not know,Yes ,No,,rather disagree,disagree,disagree,not agree at all,not agree at all,not agree at all,rather disagree,agree,agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes , more than half the time,part of the time,rather agree
hcw_8813,401,Senegal,23,Masculin,Marié,Licence,,6,Dakar,Centre/poste de santé/district,Etudiant (e),,Centre de sante,,,2,No,Yes ,No,,disagree,somewhat agree,somewhat agree,somewhat agree,rather disagree,rather disagree,agree,Option 1,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,No,Yes ,Yes ,No,Yes ,Tout_le_temps, more than half the time,rather agree
hcw_8814,402,Senegal,33,Féminin,Célibataire,Licence,,7,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de sante,,,7,No,Yes ,No,,rather disagree,disagree,somewhat agree,somewhat agree,somewhat agree,agree,agree,somewhat agree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,No,Yes ,No,Yes ,less than half the time,La_plupart_de_le_temps,rather agree
hcw_8815,403,Senegal,37,Féminin,Marié,Master,,4,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,8,No,No,No,,agree,somewhat agree,totally agree,somewhat agree,agree,totally agree,totally agree,somewhat agree,somewhat agree,No,Yes ,Yes , Do not know,rather disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,disagree
hcw_8816,404,Senegal,33,Masculin,Marié,Pas scolarise,,7,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,6,No,Yes ,No,,rather disagree,agree,not agree at all,rather disagree,not agree at all,rather disagree,disagree,agree,agree,No,Yes ,No, Do not know,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,No,part of the time,part of the time,rather disagree
hcw_8817,405,Senegal,27,Féminin,Marié,Certificat,,2,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,3,No,Yes ,No,,agree,rather disagree,without opinion,not agree at all,rather disagree,somewhat agree,somewhat agree,disagree,totally agree,No,Yes ,No, Do not know,agree,Yes ,Yes , Do not know,Yes ,Yes ,Yes ,No,less than half the time,part of the time,rather disagree
hcw_8818,406,Senegal,30,Féminin,Célibataire,Licence,,2,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,4,No,Yes ,Yes ,,agree,without opinion,not agree at all,disagree,agree,agree,somewhat agree,rather disagree,somewhat agree,No,Yes ,No,No,totally agree,Yes ,No,Yes ,Yes ,No,No,Yes , more than half the time,part of the time,rather disagree
hcw_8819,407,Senegal,28,Masculin,Marié,Licence,,2,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,4, Do not know,Yes ,Yes ,,agree,agree,totally agree,somewhat agree,agree,rather disagree,agree,somewhat agree,totally agree,No,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,less than half the time,part of the time,rather agree
hcw_8820,408,Senegal,47,Masculin,Célibataire,Licence,,1,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,15,No,Yes ,Yes ,,somewhat agree,rather disagree,somewhat agree,agree,rather disagree,somewhat agree,agree,agree,somewhat agree,Yes ,Yes ,Yes ,Yes ,somewhat agree,Yes , Do not know,Yes ,Yes ,Yes ,No,Yes ,part of the time,part of the time,rather disagree
hcw_8821,409,Senegal,36,Féminin,Marié,Certificat,,5,Dakar,Centre/poste de santé/district,Médical (e),,Centre de sante,,,10,No,Yes ,Yes ,,somewhat agree,somewhat agree,disagree,not agree at all,disagree,rather disagree,somewhat agree,rather disagree,agree,No,Yes ,Yes , Do not know,somewhat agree,Yes ,Yes , Do not know,Yes ,Yes ,Yes ,No,La_plupart_de_le_temps,less than half the time,disagree
hcw_8822,410,Senegal,31,Féminin,Marié,Licence,,2,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,12,No,Yes ,No,,agree,agree,totally agree,totally agree,somewhat agree,rather disagree,agree,agree,totally agree,Yes ,Yes ,No,Yes ,totally agree,Yes , Do not know,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps, more than half the time,rather agree
hcw_8823,411,Senegal,40,Féminin,Marié,Pas scolarise,,5,Dakar,Centre/poste de santé/district,Médical (e),,Centre de sante,,,9,No,Yes ,No,,totally agree,rather disagree,agree,totally agree,agree,totally agree,somewhat agree,Option 1,totally agree,No,Yes ,Yes ,No,agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,less than half the time,part of the time,not agree at all
hcw_8824,412,Senegal,22,Féminin,Marié,Licence,,3,Dakar,Centre/poste de santé/district,Etudiant (e),,Centre de sante,Quotidiennement,,2,No,Yes ,No,,somewhat agree,rather disagree,somewhat agree,somewhat agree,Option 1,agree,agree,rather disagree,rather disagree,No,Yes ,No,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , more than half the time, more than half the time,disagree
hcw_8825,413,Senegal,38,Féminin,Célibataire,Licence,,2,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,13,No,Yes ,No,,somewhat agree,agree,totally agree,somewhat agree,rather disagree,totally agree,totally agree,Option 1,without opinion,Yes ,Yes ,Yes ,Yes ,agree,No,No,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps, more than half the time,disagree
hcw_8826,414,Senegal,28,Féminin,Divorce(e),Licence,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,2,Yes ,Yes ,Yes ,,rather disagree,disagree,rather disagree,somewhat agree,rather disagree,rather disagree,rather disagree,rather disagree,agree,Yes ,No,Yes , Do not know,agree,Yes ,No,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps, more than half the time,agree
hcw_8827,415,Senegal,22,Féminin,Célibataire,Baccalaureate,,4,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de sante,Quotidiennement,,2,Yes ,Yes ,No,,agree,somewhat agree,agree,totally agree,rather disagree,disagree,somewhat agree,agree,agree,No,No,Yes ,No,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time,less than half the time,disagree
hcw_8828,416,Senegal,24,Masculin,Célibataire,BFEM,,2,Dakar,Centre/poste de santé/district,Etudiant (e),,Centre de sante,Quotidiennement,,3, Do not know,Yes ,Yes ,,agree,rather disagree,disagree,not agree at all,Option 1,rather disagree,somewhat agree,somewhat agree,totally agree,Yes ,Yes ,No,No,rather disagree,Yes ,Yes ,No,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps,Tout_le_temps,totally agree
hcw_8829,417,Senegal,27,Masculin,Célibataire,Licence,,4,Dakar,Centre/poste de santé/district,Médical (e),,Poste de sante,,,5,No,No,No,,totally agree,somewhat agree,agree,agree,Option 1,totally agree,somewhat agree,agree,totally agree,No,Yes ,No, Do not know,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment, more than half the time,without opinion
hcw_8830,418,Senegal,40,Féminin,Célibataire,Master,,5,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,11,Yes ,Yes ,Yes ,,agree,totally agree,totally agree,somewhat agree,Option 1,totally agree,agree,Option 1,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps,La_plupart_de_le_temps,rather agree
hcw_8831,419,Senegal,42,Masculin,Marié,Baccalaureate,,2,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,6,No,Yes ,No,,agree,agree,rather disagree,disagree,somewhat agree,rather disagree,agree,agree,somewhat agree,Yes ,Yes ,No,Yes ,somewhat agree,No,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,La_plupart_de_le_temps, more than half the time,rather agree
hcw_8832,420,Senegal,40,Masculin,Marié,Baccalaureate,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,8,No,Yes ,No,,without opinion,totally agree,disagree,agree,agree,totally agree,somewhat agree,Option 1,disagree,Yes ,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , more than half the time,part of the time,disagree
hcw_8833,421,Senegal,50,Masculin,Marié,Licence,,1,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,23, Do not know,Yes ,Yes ,,agree,totally agree,agree,somewhat agree,Option 1,rather disagree,totally agree,Option 1,totally agree,Yes ,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,La_plupart_de_le_temps,Tout_le_temps,rather agree
hcw_8834,422,Senegal,22,Féminin,Marié,Licence,,2,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,3,Yes ,Yes ,Yes ,,totally agree,agree,agree,totally agree,Option 1,totally agree,totally agree,Option 1,agree,Yes ,Yes ,No,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps, more than half the time,agree
hcw_8835,423,Senegal,34,Féminin,Célibataire,Primaire,,6,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,11, Do not know,Yes ,No,,without opinion,without opinion,rather disagree,not agree at all,disagree,rather disagree,somewhat agree,agree,somewhat agree,No,Yes ,No,Yes ,disagree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,No,part of the time,La_plupart_de_le_temps,agree
hcw_8836,424,Senegal,53,Féminin,Célibataire,Baccalaureate,,2,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,20,No,Yes ,No,,somewhat agree,agree,totally agree,agree,rather disagree,rather disagree,rather disagree,rather disagree,totally agree,No,Yes ,Yes ,No,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes , more than half the time,at no moment,disagree
hcw_8837,425,Senegal,32,Féminin,Marié,Baccalaureate,,4,Dakar,Centre/poste de santé/district,Médical (e),,Centre de sante,Quotidiennement,,1,No,Yes ,Yes ,,disagree,somewhat agree,agree,totally agree,somewhat agree,totally agree,rather disagree,rather disagree,agree,Yes ,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,No,No,No,No,part of the time,less than half the time,disagree
hcw_8838,426,Senegal,32,Féminin,Célibataire,Licence,,0,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Plus d'un jour pas semaine,,11,No,Yes ,No,,disagree,not agree at all,rather disagree,somewhat agree,disagree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes , Do not know,disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps,at no moment,disagree
hcw_8839,427,Senegal,56,Féminin,Marié,BFEM,,4,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de sante,Quotidiennement,,28,No,Yes ,No,,rather disagree,disagree,rather disagree,disagree,agree,somewhat agree,totally agree,agree,totally agree,No,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps,less than half the time,disagree
hcw_8840,428,Senegal,46,Féminin,Marié,BFEM,,5,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,14,No, Do not know,No,,totally agree,somewhat agree,rather disagree,not agree at all,rather disagree,somewhat agree,agree,somewhat agree,totally agree,Yes ,Yes ,No,Yes ,totally agree,Yes , Do not know,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps,La_plupart_de_le_temps,without opinion
hcw_8841,429,Senegal,33,Féminin,Marié,Baccalaureate,,4,Dakar,Centre/poste de santé/district,Médical (e),,Centre de sante,Quotidiennement,,6,No,Yes ,Yes ,,somewhat agree,agree,totally agree,agree,rather disagree,agree,somewhat agree,somewhat agree,agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes , Do not know, Do not know,Yes ,Yes ,No,Yes ,Tout_le_temps,Tout_le_temps,rather agree
hcw_8842,430,Senegal,32,Masculin,Marié,Master,,1,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,5,No,Yes ,Yes ,,agree,somewhat agree,without opinion,somewhat agree,disagree,rather disagree,somewhat agree,somewhat agree,rather disagree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,No,Yes ,Yes ,Yes ,No,Yes , more than half the time,part of the time,rather agree
hcw_8843,431,Senegal,39,Féminin,Marié,Certificat,,6,Dakar,Centre/poste de santé/district,Médical (e),,Centre de sante,,,15,No,Yes ,No,,without opinion,without opinion,not agree at all,disagree,rather disagree,agree,somewhat agree,rather disagree,agree,No,Yes ,No, Do not know,agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,less than half the time,less than half the time,disagree
hcw_8844,432,Senegal,40,Féminin,Marié,Baccalaureate,,15,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,22,No,Yes ,No,,rather disagree,rather disagree,rather disagree,disagree,somewhat agree,somewhat agree,somewhat agree,disagree,somewhat agree,Yes ,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time,part of the time,not agree at all
hcw_8845,433,Senegal,32,Féminin,Marié,BFEM,,6,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,9, Do not know,Yes ,No,,agree,totally agree,disagree,not agree at all,somewhat agree,rather disagree,somewhat agree,agree,disagree,No,Yes ,No,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,Tout_le_temps,less than half the time,rather disagree
hcw_8846,434,Senegal,25,Masculin,Marié,Baccalaureate,,3,Dakar,Centre/poste de santé/district,Etudiant (e),,Centre de sante,,,2, Do not know,Yes ,No,,rather disagree,agree,rather disagree,rather disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,agree,No,Yes ,No, Do not know,rather disagree,Yes ,Yes ,Yes ,Yes ,No, Do not know,Yes , more than half the time,La_plupart_de_le_temps,agree
hcw_8847,435,Senegal,30,Masculin,Célibataire,Master,,4,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,2,No,Yes ,No,,totally agree,somewhat agree,totally agree,agree,somewhat agree,somewhat agree,totally agree,somewhat agree,agree,No,Yes ,No,Yes ,somewhat agree,Yes ,No,Yes ,Yes ,Yes ,Yes ,Yes ,less than half the time, more than half the time,disagree
hcw_8848,436,Senegal,25,Féminin,Célibataire,BFEM,,4,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Plus d'un jour pas semaine,,4,No,Yes ,No,,agree,rather disagree,totally agree,somewhat agree,agree,rather disagree,somewhat agree,rather disagree,agree,No,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps, more than half the time,rather disagree
hcw_8849,437,Senegal,26,Féminin,Célibataire,Licence,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,3,Yes ,Yes ,Yes ,,somewhat agree,agree,rather disagree,disagree,somewhat agree,rather disagree,totally agree,agree,rather disagree,Yes ,Yes ,No,Yes ,rather disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes , more than half the time,La_plupart_de_le_temps,rather agree
hcw_8850,438,Senegal,28,Masculin,Célibataire,Licence,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,3,No,Yes ,No,,agree,rather disagree,disagree,rather disagree,agree,agree,somewhat agree,somewhat agree,totally agree,Yes ,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time, more than half the time,rather agree
hcw_8851,439,Senegal,27,Masculin,Célibataire,Licence,,4,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,13,No,Yes ,No,,somewhat agree,agree,somewhat agree,somewhat agree,rather disagree,agree,somewhat agree,somewhat agree,agree,Yes ,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time,at no moment,disagree
hcw_8852,440,Senegal,30,Féminin,Célibataire,Licence,,3,Dakar,Centre/poste de santé/district,Médical (e),,Centre de sante,,,4, Do not know,Yes ,No,,agree,somewhat agree,not agree at all,rather disagree,agree,somewhat agree,agree,agree,agree,No,Yes ,No,No,totally agree,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,Yes , more than half the time,part of the time,disagree
hcw_8853,441,Senegal,31,Masculin,Marié,Baccalaureate,,3,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de sante,,,5,No,Yes ,No,,totally agree,somewhat agree,disagree,rather disagree,agree,somewhat agree,totally agree,agree,agree,Yes ,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps,La_plupart_de_le_temps,rather agree
hcw_8854,442,Senegal,23,Masculin,Marié,Licence,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,2, Do not know,Yes ,No,,somewhat agree,rather disagree,disagree,disagree,somewhat agree,totally agree,somewhat agree,agree,agree,No,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,Tout_le_temps,La_plupart_de_le_temps,rather agree
hcw_8855,443,Senegal,64,Masculin,Célibataire,BFEM,,4,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,10,No,Yes ,No,,agree,totally agree,not agree at all,disagree,agree,totally agree,totally agree,somewhat agree,somewhat agree,No,Yes ,No,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time,part of the time,not agree at all
hcw_8856,444,Senegal,52,Masculin,Marié,Baccalaureate,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,35,No,Yes ,No,,disagree,disagree,not agree at all,disagree,agree,somewhat agree,rather disagree,agree,totally agree,No,Yes ,No,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,Tout_le_temps,part of the time,rather disagree
hcw_8857,445,Senegal,34,Féminin,Marié,Baccalaureate,,4,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,15,No,Yes ,No,,totally agree,totally agree,disagree,rather disagree,rather disagree,agree,totally agree,somewhat agree,agree,No,Yes ,No,Yes ,agree,No,Yes ,No,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps,part of the time,rather disagree
hcw_8858,446,Senegal,31,Féminin,Marié,Licence,,4,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,3, Do not know,Yes ,Yes ,,without opinion,without opinion,disagree,rather disagree,Option 1,agree,somewhat agree,agree,somewhat agree,Yes ,Yes ,No,Yes ,agree,Yes ,Yes ,No,Yes ,Yes ,Yes ,No, more than half the time, more than half the time,rather disagree
hcw_8859,447,Senegal,60,Masculin,Célibataire,Licence,,2,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,34, Do not know,Yes ,Yes ,,totally agree,totally agree,totally agree,totally agree,somewhat agree,somewhat agree,agree,agree,agree,Yes ,Yes ,No,Yes ,rather disagree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,La_plupart_de_le_temps, more than half the time,agree
hcw_8860,448,Senegal,26,Masculin,Marié,Master,,8,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,5,Yes ,Yes ,Yes ,,totally agree,totally agree,totally agree,totally agree,disagree,totally agree,totally agree,Option 1,totally agree,Yes ,Yes ,No,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,Tout_le_temps,Tout_le_temps,totally agree
hcw_8861,449,Senegal,37,Féminin,Célibataire,BFEM,,5,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,,,10,No,Yes ,No,,totally agree,totally agree,totally agree,totally agree,agree,agree,agree,somewhat agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,La_plupart_de_le_temps, more than half the time,agree
hcw_8862,450,Senegal,36,Féminin,Célibataire,Licence,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,2, Do not know,Yes ,No,,somewhat agree,somewhat agree,disagree,rather disagree,agree,totally agree,rather disagree,Option 1,somewhat agree,No,Yes ,No,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes , more than half the time, more than half the time,rather agree
