record_id,age,gender,role,role_other,healthtype,healthtype_2,District,Regions,Direct care to patients,If Yes,jobrole,marital,child_dependants,adult_dependants,experience_1,experience_2,experience_3,experience_4,contacttype,contacttype_2,prevention_1,prevention_2,prevention_3,prevention_4,prevention_5,prevention_6,prevention_7,prevention_8,prevention_9,prevention_10,prevention_11,masktype,other_prevention,service_demand_1,service_demand_2,control_procedure_1,control_procedure_2,control_procedure_3,control_procedure_4,control_procedure_5,control_procedure_6,control_procedure_7,control_procedure_8,control_procedure_9,control_procedure_10,medicalmasktype,other_procedure,skills_1,skills_2,skills_3,belief,social_role,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,supplies_2,supplies_3,supplies_4,supplies_5,supplies_6,supplies_7,supplies_8,supplies_9,supplies_10,supplies_11,social_influence_1,social_influence_2,social_influence_3,social_influence_4,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,wellbeing_1,wellbeing_2,wellbeing_3,wellbeing_4,wellbeing_5,trust_1,trust_2,trust_3,psychological_1,psychological_2,psychological_3,psychological_4
535,23,2,7,Clinical officer,1,2,Wakiso,Central 1,1,1,5,1,3,1,2,3,2,2,,,1,3,3,3,1,1,2,1,1,1,3,,,7,4,1,2,3,2,1,1,2,1,1,3,,,7,7,1,7,7,7,6,6,6,6,5,4,5,6,6,6,5,4,6,4,5,6,4,5,6,6,6,6,6,6,6,6,6,2,2,4,2,2,3,3,3,1,1,1,1
536,18,1,7,peer educator,1,2,Wakiso,Central 1,1,1,1,1,6,2,2,2,3,2,,,1,1,1,1,1,1,1,1,1,1,2,Cloth mask,,1,1,1,1,3,3,1,1,1,3,1,2,,,7,7,7,7,7,7,7,1,7,7,7,7,7,1,1,1,1,7,1,7,1,1,1,7,7,7,7,7,7,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1
537,49,1,7,Health inspector,1,2,Wakiso,Central 1,1,1,1,3,2,1,1,2,2,2,,,3,1,1,2,1,1,2,1,1,1,2,Surgical mask,,7,5,1,1,1,2,1,1,2,1,1,2,,,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,5,5,5,1,1,1,1
538,27,1,7,Records officer,1,2,Wakiso,Central 1,2,,1,2,2,1,2,2,1,2,,,2,2,2,2,2,2,2,2,2,2,2,,,2,2,1,1,1,1,1,1,1,1,1,2,,,3,3,2,3,3,3,5,5,7,7,3,1,7,1,1,1,1,1,1,1,1,1,1,1,7,6,7,5,7,7,7,7,3,3,3,3,3,5,2,1,1,1,1,1,1
539,49,1,7,Laboratory Technician,1,2,Wakiso,Central 1,1,1,1,3,2,1,1,2,2,2,,,3,1,1,2,1,1,2,1,1,1,2,Surgical mask,,7,5,1,1,1,2,1,1,2,1,1,2,,,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,5,5,5,1,1,1,1
540,25,2,7,Data officer,11,2,Wakiso,Central 1,2,,1,1,6,1,2,2,1,2,,,1,1,2,2,2,1,1,1,1,2,2,,,1,1,1,1,2,1,1,1,1,1,1,2,,,1,1,1,6,7,1,7,6,7,5,2,1,2,7,7,7,6,2,6,1,2,6,1,2,6,6,7,5,7,7,7,7,7,3,2,2,5,5,6,1,1,1,1,1,1
541,25,1,8,,1,2,Wakiso,Central 1,1,1,1,1,6,2,2,2,2,2,,,1,1,1,2,1,1,2,1,1,1,2,Surgical mask,,7,7,1,1,1,1,1,1,2,1,1,2,,,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,1,7,6,6,5,7,7,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1
542,27,1,7,Laboratory Technician,2,2,Wakiso,Central 1,1,1,1,3,3,1,2,2,1,1,2,,1,1,1,1,1,1,2,2,1,3,3,Cloth mask,,4,4,1,1,1,1,1,1,1,1,1,2,,,6,6,6,6,6,4,6,5,6,5,5,2,2,3,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,3,4,4,1,1,1,1,1,5,5,5,1,1,1,1
543,38,2,7,Data officer,12,2,Wakiso,Central 1,1,1,1,1,6,1,1,1,1,1,3,,1,2,2,2,2,1,2,2,1,2,2,,,1,1,1,2,1,2,2,1,2,2,1,2,Cloth masks,,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,3,4,1,3,3,1,3,4,1,1,1,2,1,2,3,1,3,2,2,3,3,3,1,2,2,1,1,1,1
544,35,1,8,,1,2,Wakiso,Central 1,1,1,1,3,2,2,2,2,1,2,,,1,1,1,2,1,1,2,1,1,1,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,6,1,1,1,1,1,1
545,26,1,6,,8,2,Wakiso,Central 1,1,1,1,1,6,1,1,1,1,1,2,,1,1,1,1,1,1,2,2,1,2,2,Surgical mask,,6,6,1,1,1,1,1,1,2,1,1,1,Surgical masks,Gumboots ,6,5,6,6,7,6,7,1,7,6,6,6,5,7,7,7,2,2,5,5,6,6,1,6,6,7,6,2,7,7,1,7,6,1,1,1,1,1,1,1,1,1,1,1,2
546,54,1,3,,1,2,Wakiso,Central 1,1,1,1,3,3,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,Surgical mask,,1,1,1,2,1,2,1,1,2,2,1,2,Disposal masks,,6,6,1,1,1,2,1,1,1,1,3,1,2,1,1,1,2,2,1,3,1,1,3,1,1,1,1,1,4,1,1,1,4,1,1,3,1,1,1,1,3,1,1,1,1
547,30,1,8,,12,2,Wakiso,Central 1,1,1,1,2,7,1,2,2,1,2,,,1,2,1,2,2,2,2,2,1,3,3,Cloth mask,,2,2,1,1,1,1,1,1,1,1,1,2,Cloth masks,,6,6,5,6,7,6,6,2,7,6,6,2,6,6,6,6,2,2,6,2,2,6,2,2,7,6,6,6,6,6,6,6,6,2,2,2,2,2,6,1,2,1,1,1,1
548,35,1,8,,12,2,Wakiso,Central 1,1,1,1,1,3,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,2,2,1,1,1,3,1,1,1,1,3,3,Cloth masks,,5,7,6,7,6,5,6,7,7,6,5,1,6,2,6,6,5,4,4,4,6,6,5,5,6,7,6,6,7,7,5,5,6,2,2,1,1,2,6,2,2,1,1,1,2
549,28,2,7,Laboratory Technician,10,2,Gulu,Mid Northern,1,1,1,2,2,1,1,1,1,1,2,,1,2,1,2,1,1,2,2,2,2,2,Surgical mask,,6,6,1,2,1,2,2,1,2,2,2,2,Surgical masks,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,2,2,5,2,5,2,2,2,1,1,1,1
550,21,1,7,Clinical officer,1,2,Wakiso,Central 1,1,1,5,1,1,1,2,2,1,2,,,1,2,1,2,2,1,2,2,2,2,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,Disposal masks,,2,6,2,6,7,6,6,2,7,5,2,1,2,2,6,6,2,2,6,2,2,6,2,2,7,7,7,6,4,5,2,6,5,2,2,2,2,3,6,2,2,1,1,2,1
551,24,1,6,,8,2,Gulu,Mid Northern,1,1,1,2,3,1,1,1,1,1,2,,1,1,1,2,1,1,2,2,2,2,2,Surgical mask,,6,6,1,1,1,2,2,1,2,2,2,2,Surgical masks,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,2,2,5,2,5,2,2,2,1,1,1,1
552,22,1,7,Psychiatrist,1,2,Wakiso,Central 1,1,1,5,1,6,2,2,2,1,2,,,1,2,1,1,1,1,2,2,2,1,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,1,Disposal masks,Alcohol based sanitizer,1,3,1,1,7,1,7,1,1,1,1,1,1,7,1,1,7,1,1,1,5,2,1,1,6,7,7,6,7,7,1,7,1,1,1,1,1,2,6,6,5,2,2,2,2
553,37,1,8,,1,2,Wakiso,Central 1,1,1,2,2,2,2,1,1,1,2,,,1,1,1,2,1,1,2,1,1,1,2,Surgical mask,,7,7,1,1,1,2,1,1,1,1,1,2,,,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,7,1,7,7,7,7,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1,2,1,1
554,23,1,4,,1,2,Wakiso,Central 1,1,1,5,1,4,2,2,2,1,2,,,1,2,1,2,1,1,1,2,3,1,2,Surgical mask,,1,2,1,1,1,1,1,1,1,1,1,3,Disposal masks,,4,7,7,6,7,5,7,5,7,6,6,1,3,6,6,6,2,2,2,2,6,6,2,2,7,7,6,5,6,6,2,5,6,2,2,5,2,4,6,6,5,1,1,1,1
555,22,2,7,Laboratory Technician,1,2,Wakiso,Central 1,1,1,1,1,1,2,2,2,2,2,,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,2,7,1,1,1,1,1,1,1,1,1,1,,Cloth masks ,2,7,2,2,6,6,7,5,6,2,1,1,1,6,6,6,1,1,1,1,1,6,1,1,7,7,6,6,7,7,5,7,5,2,2,2,6,2,6,6,2,1,1,1,1
556,24,1,5,,8,2,Gulu,Mid Northern,1,1,1,2,1,1,1,1,1,1,2,,1,2,1,2,1,1,1,2,1,2,2,Cloth mask,,6,6,1,2,1,1,1,1,1,2,2,2,Cloth masks,,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,6,6,2,6,6,6,7,6,6,6,1,2,2,2,2,5,5,2,5,5,1,1,1,1
557,28,1,6,,12,2,Gulu,Mid Northern,1,1,1,2,2,1,1,1,1,1,2,,1,1,1,2,1,1,1,1,1,1,2,Cloth mask,,6,6,1,1,1,1,1,1,1,1,1,2,Cloth masks,,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,6,6,2,6,6,6,7,6,6,6,1,2,2,2,2,5,5,2,5,5,1,1,1,1
558,20,1,6,,1,2,Wakiso,Central 1,1,1,1,1,6,1,2,2,1,1,2,,1,1,1,2,1,1,2,2,1,2,2,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,2,Disposal masks,,5,6,6,6,6,6,6,2,7,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,2,5,5,5,5,5,5,5,5,1,1,1,1
559,23,2,4,,1,2,Wakiso,Central 1,1,1,1,1,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,1,1,1,1,1,1,1,1,1,1,1,2,,,2,6,1,2,6,2,7,6,7,5,4,1,1,7,7,7,2,2,2,2,2,6,2,2,7,7,7,6,6,6,2,6,6,2,1,1,1,1,6,1,1,1,1,1,1
560,20,1,5,,1,2,Wakiso,Central 1,1,2,5,1,5,1,3,1,1,1,2,,1,3,2,1,1,1,2,1,1,2,3,,,2,2,1,3,1,1,1,1,2,1,1,2,Disposal masks,,6,6,6,6,6,6,6,6,6,5,6,2,5,7,7,7,6,5,5,5,5,5,2,2,6,7,7,7,6,6,5,6,5,1,1,5,5,5,5,1,1,1,1,1,1
561,23,2,7,Clinical officer,1,2,Wakiso,Central 1,1,1,5,1,3,2,2,2,1,2,,,1,2,1,2,2,1,2,2,2,2,1,Surgical mask,Cloth masks ,2,2,1,2,2,1,1,1,3,1,1,2,,,6,6,2,6,6,2,6,1,7,6,6,2,6,6,6,6,1,1,6,2,6,6,2,6,7,7,7,7,6,2,2,7,2,1,2,1,1,6,6,6,6,1,1,1,2
562,19,1,6,,1,2,Wakiso,Central 1,1,1,1,1,6,1,2,2,2,2,,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,2,Disposal masks,,6,5,6,6,6,6,6,2,6,6,2,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,6,2,5,5,5,5,5,5,5,5,1,1,1,1
563,23,2,8,,1,2,Wakiso,Central 1,1,1,1,1,6,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,5,5,1,1,1,1,1,1,1,1,1,2,Disposal masks,,6,6,6,6,7,6,6,6,6,2,2,6,6,7,7,6,6,7,7,6,6,6,6,6,6,7,7,6,5,5,2,6,2,5,5,5,5,5,2,2,2,1,1,1,1
564,22,2,7,Laboratory Technician,1,2,Wakiso,Central 1,1,1,5,1,7,1,1,2,1,1,2,,1,2,1,2,1,1,2,1,1,2,2,Surgical mask,,2,2,1,2,1,2,1,1,1,1,1,2,Surgical masks,,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,6,6,1,1,6,7,6,1,1,1,7,7,7,7,7,7,7,1,2,2,2,2,1,5,1,1,1,1,1,1
565,19,1,5,,1,2,Wakiso,Central 1,1,1,5,1,3,1,1,3,3,1,2,,1,3,1,3,1,1,1,1,1,3,1,Surgical mask,Cloth masks ,7,7,1,3,1,3,1,1,1,1,1,3,Disposal masks,,7,7,6,7,7,7,6,5,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,4,6,6,2,2,2,2,2,2,2,2,1,1,1,1
566,19,1,5,,8,2,Wakiso,Central 1,1,1,5,1,4,1,2,1,3,2,,,1,2,2,2,1,1,2,1,1,2,2,,,7,7,1,1,3,3,1,1,2,2,1,1,,Social distancing,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,5,5,5,5,5,5,5,5,1,1,1,1
567,29,1,5,,12,1,Gulu,Mid Northern,1,1,1,3,7,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,2,2,Surgical masks,,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,1,1,1,1
568,35,1,7,Laboratory Technician,1,2,Wakiso,Central 1,1,2,1,3,4,2,2,2,1,2,,,1,1,1,2,2,1,2,2,2,2,2,Cloth mask,,5,5,1,1,1,1,1,1,1,1,1,2,Cloth masks,,6,7,6,7,6,5,7,6,7,6,5,5,5,5,5,7,2,2,7,1,6,6,2,2,7,7,7,5,7,7,5,7,7,2,2,2,3,3,5,3,2,1,1,1,1
569,28,2,6,,12,1,Amuru,Mid Northern,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,1,2,1,1,2,1,2,1,1,1,1,1,,Gumboots ,1,3,1,1,1,3,1,2,1,1,3,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,1,2,1,2,1,1,3,1,1,1,2
570,28,2,6,,12,1,Amuru,Mid Northern,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,1,2,1,1,2,1,2,1,1,1,1,1,,Gumboots ,1,3,1,1,1,3,1,2,1,1,3,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,1,2,1,2,1,1,3,1,1,1,2
571,30,1,6,,12,2,Gulu,Mid Northern,1,1,1,8,2,1,1,2,1,2,,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,1,5,6,7,7,7,6,6,7,6,6,6,2,7,7,7,6,6,6,1,1,7,1,5,6,7,7,5,7,7,3,5,6,5,5,4,5,5,6,6,2,1,1,1,1
572,30,1,6,,12,2,Gulu,Mid Northern,1,1,1,8,2,1,1,2,1,2,,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,1,5,6,7,7,7,6,6,7,6,6,6,2,7,7,7,6,6,6,1,1,7,1,5,6,7,7,5,7,7,3,5,6,5,5,4,5,5,6,6,2,1,1,1,1
573,32,1,5,,12,1,Amuru,Mid Northern,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,Cloth mask,,6,6,1,1,1,1,1,1,1,1,2,2,Surgical masks,,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,2,2,2,2,2,5,5,2,2,2,1,1,1,1
574,35,2,7,Laboratory Technician,10,2,Gulu,Mid Northern,2,,1,3,3,2,2,2,1,2,,,1,1,2,1,1,1,2,1,1,1,2,,,1,1,1,1,2,2,1,1,2,1,1,2,,,3,3,5,4,7,5,6,5,5,1,2,2,2,2,2,6,2,2,2,2,2,5,4,2,1,4,3,1,7,7,7,7,5,3,4,3,3,6,5,4,4,2,2,2,2
575,36,1,6,,8,2,Gulu,Mid Northern,1,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,Cloth mask,,6,7,1,1,1,1,1,1,1,1,1,2,Cloth masks,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,1,1,2,2,2,5,5,2,2,2,1,1,1,2
576,41,1,1,,2,2,Kampala,Kampala,1,1,1,3,4,1,2,2,1,1,2,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,5,2,1,1,1,1,2,1,1,1,1,2,Surgical masks,,6,7,6,6,6,6,6,6,6,5,5,6,5,7,7,7,6,6,7,5,7,7,5,6,6,6,6,4,6,6,6,5,5,3,2,2,3,2,5,2,2,2,2,1,2
577,45,2,7,Laboratory Technician,12,2,Nakaseke,Central 2,1,2,1,2,5,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,Surgical mask,,7,7,1,1,1,1,1,1,1,1,1,2,,,6,6,6,7,7,6,5,7,7,6,,6,6,7,7,6,6,6,5,5,5,6,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,2,1,1,1,1,1,1
578,23,1,6,,11,2,Gulu,Mid Northern,1,1,1,3,3,1,1,1,1,1,2,,1,2,1,1,1,1,1,1,1,2,1,Surgical mask,Cloth masks ,6,2,1,1,1,1,1,1,1,1,1,2,,,1,1,1,7,7,6,6,6,7,6,,6,6,7,7,7,2,2,7,1,6,7,1,1,6,7,6,6,7,7,6,6,6,1,2,2,2,1,1,1,1,1,1,1,1
579,23,1,6,,11,2,Gulu,Mid Northern,1,1,1,3,3,1,1,1,1,1,2,,1,2,1,1,1,1,1,1,1,2,1,Surgical mask,Cloth masks ,6,2,1,1,1,1,1,1,1,1,1,2,,,1,1,1,7,7,6,6,6,7,6,,6,6,7,7,7,2,2,7,1,6,7,1,1,6,7,6,6,7,7,6,6,6,1,2,2,2,1,1,1,1,1,1,1,1
580,26,1,5,,8,1,Kitgum,Mid Northern,1,1,1,1,5,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,Surgical mask,,6,5,1,1,1,1,1,1,1,1,1,3,,,6,7,7,7,7,7,7,1,7,7,6,7,5,6,6,7,5,5,6,5,4,7,3,2,6,7,7,6,7,7,1,6,6,2,2,2,2,1,1,1,1,1,1,1,1
581,25,1,9,,12,1,Kampala,Kampala,2,,6,8,7,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,6,2,2,2,2,2,2,2,2,2,2,2,,,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,1,1,1,1
582,31,1,5,,4,2,Kitgum,Mid Northern,1,2,1,3,5,1,2,2,1,1,2,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,2,5,1,1,1,3,1,1,3,1,3,3,Cloth masks,,2,6,6,7,1,6,2,2,6,6,1,2,5,2,6,7,2,2,2,1,2,2,2,2,6,7,6,5,1,1,6,1,6,6,6,6,6,6,5,1,1,2,2,2,2
583,31,2,2,,1,1,Gulu,Mid Northern,2,,2,8,2,1,2,2,1,2,,,1,1,1,2,1,1,2,1,1,1,2,Surgical mask,,1,2,1,1,1,1,1,1,1,1,1,2,,,5,4,4,4,7,4,5,5,7,6,4,1,1,6,6,6,5,3,6,1,1,7,1,3,3,4,3,4,7,7,7,7,3,2,2,3,3,5,6,4,5,2,2,1,2
584,32,2,7,Laboratory scientist,10,1,Apac,Mid Northern,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,2,2,Cloth masks,,7,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,5,5,2,2,2,1,1,1,2
585,35,2,7,Laboratory Technician,10,1,Apac,Mid Northern,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,2,2,Surgical masks,,6,6,6,7,7,7,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,2,1,1,1,1,2,2,2,2,2,1,1,1,1
586,25,1,6,,8,1,Gulu,Mid Northern,1,1,1,2,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,2,2,1,1,1,1,1,1,1,1,2,2,Surgical masks,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,5,2,2,1,1,1,1
587,38,1,9,,12,1,Wakiso,Central 1,2,,1,3,3,1,2,2,1,2,,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,,,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,2,2,1,1,6,1,1,1,2,1,1,1,1,2,1,2,5,1,1,1,1,1,2,1,1,1,1,1,1
588,24,1,10,,12,1,Wakiso,Central 1,1,1,2,2,6,2,1,2,1,1,2,,1,1,1,2,2,1,2,2,1,1,2,Surgical mask,,3,2,1,1,1,1,1,1,1,1,1,2,,,6,2,1,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6,6,6,6,3,6,6,6,6,2,5,2,1,1,1,6,6,6,2,2,2,1
589,27,1,6,,1,2,Wakiso,Central 1,1,1,1,3,6,3,3,2,3,3,,,1,2,2,2,2,1,2,2,3,3,3,,,1,1,1,1,1,1,1,1,1,1,1,2,,,5,1,6,6,5,5,6,6,7,5,5,1,1,1,7,7,1,1,1,1,1,7,1,1,4,7,7,1,7,7,7,7,7,5,6,5,5,5,4,4,4,2,2,2,2
590,24,2,6,,1,1,Wakiso,Central 1,1,1,1,1,6,2,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,Surgical mask,Fumigation,5,4,1,1,1,1,1,1,1,1,1,1,Surgical masks,Fumigation,6,6,6,6,6,7,6,5,6,6,4,5,4,5,5,6,5,5,5,5,4,6,5,4,5,6,6,5,6,6,5,5,4,2,2,2,2,2,4,4,4,1,1,1,1
591,36,1,9,,1,1,Wakiso,Central 1,1,1,3,2,4,2,2,2,2,2,,,1,1,2,2,1,1,2,1,1,3,2,,,1,1,1,1,1,1,1,1,2,1,1,2,,,1,1,1,5,6,6,7,1,7,5,2,7,1,6,6,6,6,2,6,1,6,6,1,6,6,1,1,2,1,1,1,2,5,3,5,2,1,4,5,6,6,1,1,2,1
592,21,1,6,,6,1,Wakiso,Central 1,1,1,5,1,1,1,3,2,1,2,,,1,1,1,2,1,1,2,2,1,2,2,Surgical mask,,1,1,1,1,1,2,2,1,2,2,1,2,,,1,1,6,5,7,7,7,1,7,6,6,6,7,7,7,7,7,5,7,1,1,7,1,1,7,7,7,7,7,7,5,7,7,1,5,5,1,5,6,5,5,1,1,1,2
593,28,1,10,,12,1,Wakiso,Central 1,2,,1,1,6,2,2,2,1,2,,,1,1,1,1,1,1,1,1,1,2,2,medical mask ,,6,5,1,1,1,1,1,1,1,1,1,2,,,5,6,6,6,1,1,6,6,6,6,6,2,1,1,6,6,1,1,6,1,1,6,1,6,6,1,6,1,6,6,6,6,6,1,1,1,1,1,6,1,5,1,1,1,1
594,34,2,9,,12,1,Wakiso,Central 1,2,,6,2,2,2,3,3,3,3,,,3,3,3,3,3,3,3,3,3,3,3,,,7,7,1,1,1,1,1,1,1,1,1,1,KN95,Cloth masks ,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,1,1,1,1,1,1,1,1
595,22,2,10,,12,1,Wakiso,Central 1,1,1,1,1,6,2,2,2,1,1,3,,1,2,1,2,2,1,2,2,2,2,2,Surgical mask,,2,1,1,1,1,2,1,1,2,1,1,2,,,7,7,6,7,2,7,7,6,7,7,6,2,2,6,6,6,2,2,6,2,2,7,2,6,6,7,7,6,6,6,2,1,1,1,1,1,1,1,5,5,1,1,1,2,2
596,30,1,9,,1,1,Wakiso,Central 1,1,1,1,3,3,2,2,2,1,2,,,1,1,1,2,1,1,2,1,1,1,2,Surgical mask,,5,6,1,1,1,2,1,1,2,1,1,2,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,6,6,1,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,5,5,5,1,1,1,1
597,18,1,10,,12,1,Wakiso,Central 1,2,,1,1,6,2,2,2,2,2,,,1,2,1,2,2,1,2,2,1,3,2,Cloth mask,,7,7,1,1,1,1,1,1,1,1,1,2,Cloth masks,,1,2,3,7,7,7,7,2,7,7,7,7,1,7,7,7,2,2,7,2,7,7,7,2,7,7,7,7,7,7,7,6,7,2,2,2,2,2,5,2,2,1,1,1,1
598,28,1,5,,8,1,Wakiso,Central 1,1,1,1,1,6,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,Cloth mask,,1,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,7,7,7,6,7,6,7,4,1,1,6,6,6,6,1,1,2,1,1,6,1,1,6,7,6,1,7,7,6,7,6,5,4,5,6,1,4,4,4,1,2,2,2
599,45,1,9,,1,1,Wakiso,Central 1,1,1,1,5,3,2,2,2,2,2,,,1,1,2,2,1,1,2,1,1,2,2,,,7,7,1,1,2,2,1,1,2,1,1,2,,,7,7,7,7,5,7,7,7,7,7,,6,7,7,7,7,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,5,1,1,1,1,1
600,32,2,6,,1,1,Wakiso,Central 1,1,1,1,3,3,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,medical mask ,Medical mask ,6,6,1,1,1,1,1,1,1,1,1,1,Medical mask ,Medical  mask,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,1,1
601,28,1,6,,1,1,Gulu,Mid Northern,1,1,1,1,6,2,2,2,1,2,,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,6,2,1,1,1,1,1,1,1,1,1,2,,,6,6,6,7,7,6,6,6,7,6,,6,6,7,7,7,2,2,7,1,6,7,1,1,6,7,6,6,7,7,6,6,6,1,2,2,2,1,1,1,1,1,1,1,1
