record_id,d_carer_b,consent,willing,d_age_i,gender,d_marital_c_u,d_edu_c_o,d_educ_other,d_chdn_i,d_region_c_o,d_hosp_c_u,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,s_alcohol_c_o,r_n95_c_o,r_surg_mask_c_o,r_fluid_gown_c_o,r_disp_apron_c_o,r_disp_gloves_c_o,r_full_suit_c_o,r_eye_prot_c_o,w_cheer_c_o,w_calm_c_o,w_active_c_o,w_rested_c_o,w_interest_c_o,f_cmpt_c_o,f_hnst_c_o,f_best_int_c_o,e_c19_exp_c_o,e_risk_assess_c_o,e_risk_level_b,e_did_isolate_b,e_isolate_days_ch,e_exp_loc_c_u,e_c19_test_b,e_test_results_c_o,e_pos_mgmt_c_u
4222,1,1,1,35,2,2,3,,3,4,6,4,1,1,2,7,0,1,1,1,,,,,,,,,,,,0,0,2,1,2,1,-1,1,-1,2,2,-2,2,2,,-1,2,2,2,2,0,2,2,3,2,3,3,2,4,2,3,2,2,2,3,0,-1,-2,-1,1,1,2,,,1,1,0,
2696,1,1,1,45,2,2,5,,1,2,2,1,13,1,6,16,1,0,1,0,,,,,,,,,,,,2,2,1,1,-1,1,1,1,-1,1,1,-1,2,1,1,1,1,1,1,1,0,1,1,4,2,3,3,2,4,2,3,2,2,2,2,2,2,1,1,1,1,1,0,,1,1,0,
2492,1,1,1,30,2,2,4,,2,7,4,1,2,1,6,7,1,0,1,1,2,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,-1,2,1,0,2,1,0,0,2,1,2,2,-1,2,0,3,2,3,3,2,4,2,3,2,2,2,2,2,1,1,0,1,1,1,1,14,1,1,1,3
4383,1,1,1,48,2,2,3,,2,16,4,2,1,1,6,15,2,0,1,0,,,,,,,,,,,,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,0,2,2,3,2,3,3,2,4,2,3,2,2,2,1,3,1,1,1,2,,,,,,0,,
3154,1,1,1,35,2,2,5,,2,15,7,3,12,1,5,10,0,0,1,0,,,,,,,,,,,,1,1,2,2,1,1,2,1,1,1,2,2,2,2,0,1,2,1,2,2,1,1,1,3,2,3,3,2,4,2,3,2,2,2,1,2,1,1,1,2,,,,,,0,,
574,1,1,1,42,,2,6,,5,2,7,1,2,1,6,15,1,1,1,1,2,1,0,1,1,1,0,0,1,1,1,-2,-2,2,1,2,2,-2,1,-2,2,0,1,-2,0,0,-1,2,1,2,2,1,2,-1,4,2,3,3,2,4,2,3,2,2,2,1,1,-2,-2,-1,1,1,2,,,1,1,0,
1112,1,1,1,41,2,2,4,,2,2,6,9,11,2,6,14,1,0,1,1,3,,,,,,,,,,,1,1,2,2,1,2,2,2,-1,2,1,1,1,2,2,1,2,1,2,2,-1,1,1,4,2,3,3,2,4,2,3,1,1,1,1,2,1,1,2,1,0,,,,1,1,1,3
1027,1,1,1,29,2,1,4,,0,7,8,9,7,1,2,5,0,0,1,0,,,,,,,,,,,,1,1,2,0,2,2,1,0,-1,2,0,1,-2,1,-2,1,2,2,-2,-2,-2,0,-1,4,2,3,3,2,4,2,2,3,3,3,3,3,1,2,2,3,,,,,,0,,
3641,1,1,1,27,2,1,3,,0,4,4,2,1,1,6,1,0,0,1,1,2,1,0,1,1,0,0,0,1,0,0,1,2,1,2,1,1,2,2,1,2,2,2,2,2,0,1,2,2,2,2,0,2,1,4,2,3,3,2,4,2,2,2,2,2,1,2,2,2,1,1,0,,,,1,1,0,
284,1,1,1,35,,2,4,,2,2,2,5,6,1,6,11,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,,1,1,-1,2,2,3,2,3,3,2,4,2,2,2,1,2,2,2,2,2,-1,1,1,1,0,,1,1,0,
4571,1,1,1,31,1,2,4,MBChB,2,7,2,1,6,1,6,6,1,0,1,0,,,,,,,,,,,,1,-1,1,-1,1,2,2,1,1,2,1,0,2,2,2,1,2,2,2,2,2,2,1,4,2,3,3,2,4,2,2,1,1,1,1,0,1,1,1,1,1,1,0,,1,1,0,
2813,1,1,1,55,1,,7,Professional,3,5,4,1,2,1,2,13,1,0,1,0,,,,,,,,,,,,2,2,2,1,2,2,1,2,-2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,1,2,,,,,,0,,
1650,1,1,1,25,,1,3,,0,9,4,2,1,1,1,1,0,0,0,1,3,,,,,,,,,,,2,1,1,0,0,1,0,0,0,1,0,1,-1,0,0,1,1,2,2,-1,1,0,0,3,2,3,3,2,3,3,3,2,2,1,1,2,0,0,1,3,,,,,,0,,
1322,1,1,1,25,,1,3,,4,1,8,,11,,4,3,1,1,1,1,1,,,,,,,,,,,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-1,-2,-2,3,2,3,3,2,3,2,3,3,3,3,2,2,-2,-2,-2,2,,,,,,0,,
999,1,1,1,30,2,0,4,,0,1,7,3,12,1,0,5,2,2,1,2,,,,,,,,,,,,1,1,2,1,2,2,2,2,-2,2,2,2,2,2,1,2,2,2,2,2,-1,0,1,3,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,,,,,,0,,
2889,1,1,1,31,1,2,5,,0,7,2,1,7,1,6,5,0,0,1,1,1,,,,,,,,,,,1,0,2,1,1,2,1,1,-2,2,1,0,2,1,1,1,2,2,2,2,0,0,-1,3,2,3,3,2,3,2,3,2,2,2,2,2,1,0,1,1,1,2,,,1,1,0,
4604,1,1,1,23,1,1,3,,0,7,4,9,10,1,0,1,0,0,1,2,,,,,,,,,,,,1,0,1,1,1,1,2,1,-1,2,1,1,2,2,0,1,1,0,2,2,0,1,0,3,2,3,3,2,3,2,3,1,2,2,2,1,1,0,0,3,,,,,,0,,
3006,1,1,1,60,2,2,4,,0,2,7,3,12,1,3,35,0,2,1,0,,,,,,,,,,,,1,0,-1,-1,0,1,1,1,-1,2,0,0,-2,0,0,0,1,1,2,2,1,1,1,3,2,3,3,2,3,2,3,1,2,1,1,1,1,0,0,1,1,2,,,1,1,1,3
2525,1,1,1,37,1,2,6,,2,2,2,1,2,1,6,12,1,1,0,1,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,3,2,3,3,2,3,2,2,2,2,2,2,2,0,0,0,2,,,,,,1,0,
3409,1,1,1,32,2,2,4,BDS,0,2,4,1,2,1,6,5,0,0,1,0,,,,,,,,,,,,1,1,1,1,0,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,-1,-1,0,4,2,3,3,2,3,2,2,2,2,2,2,1,1,1,1,1,0,,,,1,0,,
1865,1,1,1,29,,1,3,,5,16,4,4,4,1,6,2,0,1,1,1,1,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,-1,1,3,2,3,3,2,3,2,2,2,2,1,2,1,1,-1,1,1,0,,,,1,0,,
396,1,1,1,24,,1,4,,0,7,3,3,12,1,4,2,0,0,1,1,2,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,-1,1,1,3,2,3,3,2,3,2,2,2,1,2,1,2,1,0,1,3,,,,,,0,,
2803,1,1,1,34,2,1,4,MBChB,0,3,6,1,2,1,6,6,0,2,1,1,3,,,,,,,,,,,1,1,2,1,1,2,-1,1,-1,2,1,-1,1,2,1,1,2,1,2,2,1,2,1,4,2,3,3,2,3,2,2,1,2,1,1,1,-1,-2,-1,3,,,,,,0,,
1317,1,1,1,26,1,1,4,,0,7,4,3,12,1,3,1,0,0,1,0,,,,,,,,,,,,1,-1,1,-1,1,1,1,1,1,2,2,-1,1,1,1,1,1,2,2,2,1,2,2,3,2,3,3,2,3,2,2,1,1,1,2,2,1,1,1,2,,,,,,0,,
1703,1,1,1,26,,1,4,,2,9,3,9,10,5,6,1,0,0,2,1,1,,,,,,,,,,,0,1,2,2,1,2,1,1,1,2,0,2,2,2,1,0,2,2,1,1,0,2,1,3,2,3,3,2,3,0,3,2,2,3,3,3,1,1,1,2,,,,,,0,,
39,1,1,1,29,2,2,4,,2,3,4,4,1,1,6,8,0,0,2,2,,,,,,,,,,,,0,-1,-1,0,1,2,2,2,-1,2,1,0,1,0,0,1,2,0,1,2,-1,2,1,3,2,3,3,2,3,0,0,2,3,2,2,1,0,0,0,3,,,,,,0,,
4570,1,1,1,33,2,2,5,Post graduate,3,7,2,1,6,1,6,5,0,0,1,1,3,,,,,,,,,,,2,2,1,1,0,1,1,1,-2,2,2,0,2,0,2,1,1,1,1,1,0,1,1,3,2,3,3,2,3,0,0,2,2,2,2,2,1,0,0,2,,,,,,1,0,
1648,1,1,1,25,,1,3,,0,9,4,2,1,1,1,1,0,0,0,1,3,,,,,,,,,,,2,1,1,0,0,1,0,0,0,1,0,1,-1,0,0,1,1,2,2,-1,1,2,0,2,2,3,3,2,2,3,2,2,2,1,1,2,0,0,1,3,,,,,,0,,
3999,1,1,1,35,2,2,3,,2,13,5,2,1,1,6,8,0,0,0,0,,,,,,,,,,,,1,1,2,1,2,1,1,2,1,2,2,2,1,,1,1,1,2,2,2,1,2,2,3,2,3,3,2,2,2,2,2,2,3,2,2,1,1,1,3,,,,,,0,,
4000,1,1,1,35,2,2,3,,2,13,5,2,1,1,6,8,0,0,0,0,,,,,,,,,,,,1,1,2,1,2,1,1,2,1,2,2,2,1,,1,1,1,2,2,2,1,2,2,3,2,3,3,2,2,2,2,2,2,3,2,2,1,1,1,3,,,,,,0,,
1647,1,1,1,25,,1,3,,0,9,4,2,1,1,1,1,0,0,0,1,3,,,,,,,,,,,2,1,1,0,0,1,0,0,0,1,0,1,-1,0,0,1,1,2,2,-1,1,,0,,2,3,3,2,,3,,2,2,1,1,2,0,0,1,3,,,,,,0,,
2630,1,1,1,46,1,2,6,,0,7,8,1,1,3,4,23,0,0,0,0,,,,,,,,,,,,-2,-2,1,1,1,1,1,1,1,1,0,0,-2,-2,-2,0,-2,0,2,2,0,2,0,3,2,3,3,0,4,2,4,2,2,2,2,0,-2,-2,-2,3,,,,,,0,,
343,1,1,1,34,2,2,4,,1,4,6,5,6,1,6,11,0,0,1,2,,,,,,,,,,,,1,1,2,2,2,2,1,1,2,2,2,0,2,2,1,1,2,2,2,2,0,2,2,4,2,3,3,0,4,2,2,2,2,3,3,3,1,2,2,1,1,2,,,1,1,1,3
2736,1,1,1,33,2,2,4,,2,1,4,1,2,1,6,6,0,0,1,1,3,,,,,,,,,,,0,0,1,0,0,0,1,1,0,1,0,-2,1,-1,-2,-1,1,-1,2,1,-1,1,-1,4,2,3,3,0,4,2,2,2,2,2,1,1,0,0,0,3,,,,,,0,,
2290,1,1,1,37,,2,6,,2,6,3,1,6,1,6,8,1,1,0,0,,,,,,,,,,,,-1,-2,1,-1,1,1,2,2,-1,2,-1,-1,0,1,0,1,2,1,2,2,0,0,-1,4,2,3,3,0,4,2,2,1,1,2,2,3,1,1,2,1,1,2,,,1,1,0,
2307,1,1,1,26,,1,3,,0,2,7,4,1,1,4,2,1,0,1,0,,,,,,,,,,,,-1,-1,1,1,1,2,2,2,-1,2,2,-1,-1,1,-1,2,2,2,2,2,-1,1,2,4,2,3,3,0,4,0,4,3,3,3,3,1,1,-1,1,2,,,,,,0,,
4105,1,1,1,54,1,1,5,,0,2,4,1,1,1,2,32,0,0,1,0,,,,,,,,,,,,-1,-2,-1,-1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,4,2,3,3,0,4,0,3,2,2,2,2,1,0,-1,0,1,0,,,,1,0,,
2728,1,1,1,44,1,2,6,,0,2,2,1,4,1,6,14,0,0,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,0,1,2,1,2,2,0,2,2,4,2,3,3,0,3,2,2,2,2,2,1,1,2,0,0,1,1,1,,,1,1,0,
3416,1,1,1,66,2,2,6,,0,2,6,1,2,2,5,40,1,0,1,0,,,,,,,,,,,,1,1,1,-1,-2,-1,1,1,1,1,1,1,-1,1,0,1,2,1,1,1,1,1,-1,3,2,3,3,0,3,0,2,2,2,2,2,2,1,1,1,3,,,,,,0,,
971,1,1,1,30,2,2,4,,2,9,6,2,7,1,6,7,0,0,1,1,3,,,,,,,,,,,1,-1,2,1,0,1,1,2,1,2,2,1,0,2,1,2,2,2,2,2,1,2,1,4,2,3,2,4,4,2,4,3,2,2,2,2,-1,1,2,3,,,,,,0,,
1078,1,1,1,31,2,2,5,,0,7,8,1,1,1,6,6,0,0,1,0,,,,,,,,,,,,-2,-2,1,-1,2,2,2,1,1,1,-1,0,-1,1,-2,0,1,0,1,1,0,2,1,4,2,3,2,4,4,2,4,2,2,1,2,3,-2,1,1,,,,,,,0,,
1355,1,1,1,27,1,1,3,,0,2,6,4,4,1,3,2,2,0,1,1,1,,,,,,,,,,,1,1,2,2,2,2,2,2,-1,2,0,2,2,2,-1,1,2,2,1,2,-2,2,2,3,2,3,2,4,4,2,3,3,3,3,3,1,1,-1,1,1,0,,,,1,1,0,
546,1,1,1,40,2,1,4,,0,6,6,9,11,1,6,13,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,-1,2,1,2,2,2,1,1,2,1,1,2,-2,1,0,4,2,3,2,4,4,2,3,3,2,3,2,3,2,2,1,2,,,,,,1,0,
116,1,1,1,34,2,2,4,,3,7,2,4,7,2,6,9,0,0,1,1,2,0,1,0,1,1,1,1,1,1,1,0,-1,-2,-2,0,2,1,1,-2,1,2,-1,1,1,0,-1,2,2,2,1,0,1,-1,4,2,3,2,4,4,2,3,2,2,2,1,0,0,0,-2,1,1,1,1,10,1,1,0,
4097,1,1,1,46,2,2,5,Post-graduate,3,7,2,1,2,1,6,16,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,-2,2,1,0,2,2,1,1,2,1,2,2,-2,2,2,4,2,3,2,4,4,2,2,3,3,3,3,2,1,1,1,2,,,,,,0,,
4235,1,1,1,37,2,2,3,,2,4,6,4,2,1,6,10,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,1,2,0,2,2,0,2,2,0,2,2,2,2,2,-2,2,1,4,2,3,2,4,4,2,2,3,2,3,2,2,2,1,1,3,,,,,,0,,
1421,1,1,1,25,,1,4,,2,2,4,9,13,1,1,1,0,0,0,0,,,,,,,,,,,,1,1,1,1,-1,-2,2,2,1,2,1,1,1,1,0,1,2,1,1,2,1,2,0,4,2,3,2,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,0,,1,0,,
485,,1,1,33,,1,4,,2,3,6,4,4,2,6,12,0,0,1,0,,,,,,,,,,,,1,1,2,2,2,1,2,2,-2,2,2,1,1,1,,1,2,2,1,1,0,1,1,3,2,3,2,4,4,2,2,2,2,2,1,2,1,1,1,1,1,2,,,1,1,0,
2488,1,1,1,29,1,0,4,,0,7,2,1,7,1,6,2,0,0,1,1,3,,,,,,,,,,,-1,-1,1,1,0,1,1,1,0,2,1,1,1,1,-1,0,1,1,2,2,-1,1,0,3,2,3,2,4,4,2,2,1,2,2,1,1,1,0,1,1,0,,,,1,1,0,
101,1,1,1,34,,2,4,,3,2,1,4,3,1,6,11,1,1,1,1,2,0,1,1,1,0,0,0,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,-2,2,1,4,2,3,2,4,4,0,4,2,2,2,3,2,1,1,2,1,0,,,,1,0,,
4400,1,1,1,30,2,2,4,,1,7,2,1,2,1,6,5,0,0,1,1,1,,,,,,,,,,,1,1,2,2,2,2,1,1,1,2,1,-1,1,2,1,1,2,2,2,2,1,2,1,3,2,3,2,4,4,0,3,2,1,2,2,2,2,2,0,1,1,1,0,,1,1,0,
4377,1,1,1,29,1,1,4,,0,6,4,1,1,1,6,3,0,0,1,1,2,0,0,1,1,0,1,0,1,0,1,1,0,1,-1,-2,-1,2,2,-2,2,0,-2,1,1,-1,1,2,1,2,2,-2,2,-1,4,2,3,2,4,4,0,2,2,1,2,2,3,-1,1,2,1,1,2,,,1,1,0,
1750,1,1,1,30,,1,4,,3,2,4,2,1,3,0,1,1,0,1,2,,,,,,,,,,,,-2,0,-1,0,0,-2,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,1,-1,-2,0,2,3,2,4,2,3,0,0,1,2,1,2,-1,0,-1,2,,,,,,0,,
2087,1,1,1,35,,2,4,,2,7,2,4,1,1,6,10,1,1,1,0,,,,,,,,,,,,1,1,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,1,1,-1,2,2,4,2,3,2,3,4,4,3,3,3,3,3,2,1,1,1,1,0,,,,1,0,,
1880,1,1,1,39,,1,4,,0,7,2,3,4,2,6,13,1,0,1,1,2,0,0,1,1,0,0,0,1,1,1,1,-1,1,-1,-1,1,1,2,1,2,1,-1,0,-2,0,1,2,1,1,2,-1,1,2,3,2,3,2,3,4,3,4,1,2,1,1,1,1,-1,0,1,0,,,,1,1,,
1738,1,1,1,24,,1,3,,1,3,6,2,1,1,1,4,1,1,1,1,3,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,0,0,0,0,0,3,2,3,2,3,4,3,2,3,3,3,3,3,1,2,2,2,,,,,,0,,
3150,1,1,1,31,2,2,4,,0,7,2,1,1,1,6,6,0,0,1,0,,,,,,,,,,,,2,2,1,2,1,1,2,2,-2,2,2,1,2,1,1,1,2,2,2,2,-2,2,1,3,2,3,2,3,4,3,2,2,3,2,2,3,2,2,2,1,0,,,,1,1,0,
4435,1,1,1,36,1,2,5,Membership with the Ghana college of physicians and surgeons ,3,4,6,1,3,1,6,10,0,1,1,1,2,0,0,1,1,0,0,0,1,1,1,1,1,2,2,1,2,1,1,-1,2,1,1,1,1,2,0,2,1,1,1,-1,1,1,3,2,3,2,3,4,2,4,2,2,2,2,2,1,1,2,1,1,1,0,,1,1,0,
117,1,1,1,36,1,2,4,,4,15,4,9,11,1,6,11,1,0,1,1,1,,,,,,,,,,,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,0,2,2,2,2,-2,2,1,3,2,3,2,3,4,2,4,2,2,2,2,2,1,1,2,,,,,,,1,0,
4285,1,1,1,27,1,1,3,,0,6,7,4,7,1,5,2,0,0,1,0,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,-1,1,0,4,2,3,2,3,4,2,3,3,3,3,3,3,1,1,1,2,,,,,,1,0,
282,1,1,1,53,2,2,5,,4,3,6,9,7,1,6,28,0,0,1,0,,,,,,,,,,,,2,1,2,1,1,1,2,2,-2,2,1,1,2,2,0,1,2,1,0,0,-1,1,1,4,2,3,2,3,4,2,3,3,3,3,2,2,1,1,2,3,,,,,,0,,
1922,1,1,1,33,,1,3,,0,6,4,9,11,1,4,3,1,0,1,1,1,,,,,,,,,,,1,1,2,2,2,2,1,2,0,1,2,1,1,2,1,2,2,2,1,2,-1,2,2,4,2,3,2,3,4,2,3,3,3,3,1,1,1,0,1,2,,,,,,1,0,
1940,1,1,1,33,,1,3,,0,6,4,9,11,1,4,3,1,0,1,1,1,,,,,,,,,,,1,1,2,2,2,2,1,2,0,1,2,1,1,2,1,2,2,2,1,2,-1,2,2,4,2,3,2,3,4,2,3,3,3,3,1,1,1,0,1,2,,,,,,1,0,
1491,1,1,1,25,,0,2,Certificate in medical laboratory technician,1,2,6,9,11,1,4,4,1,1,1,0,,,,,,,,,,,,-2,-1,1,1,1,1,1,1,1,2,2,1,1,-2,-1,1,2,2,1,1,-1,1,-1,3,2,3,2,3,4,2,3,3,3,1,2,2,-1,1,1,2,,,,,,0,,
2048,1,,1,26,,1,4,,0,7,7,4,4,2,6,1,1,1,1,1,3,,,,,,,,,,,-2,-2,-2,-2,-2,-2,1,2,2,2,1,-1,1,-2,0,2,2,0,2,2,2,2,0,3,2,3,2,3,4,2,3,3,1,2,1,1,-2,1,0,1,1,2,,,,1,0,
4593,1,1,1,32,1,1,5,,0,6,3,4,4,1,6,10,0,0,1,1,2,1,1,0,1,2,0,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,-1,0,1,3,2,3,2,3,4,2,3,2,3,2,3,2,2,1,2,1,1,1,0,,1,1,0,
3395,1,1,1,35,2,1,4,MBChB,0,4,6,1,3,1,2,4,0,0,1,1,2,0,1,0,1,0,0,0,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,0,1,2,1,2,2,0,1,-1,3,2,3,2,3,4,2,3,2,2,3,2,2,1,1,1,1,0,,,,1,1,0,
4491,1,1,1,31,2,1,4,,0,2,5,2,7,1,6,8,1,0,1,1,3,,,,,,,,,,,-2,-2,1,2,1,1,1,1,0,2,2,1,-2,1,0,1,2,1,1,1,-1,2,1,3,2,3,2,3,4,2,3,2,2,3,2,2,-2,1,2,2,,,,,,0,,
644,1,1,1,34,,2,4,Doctor of Medicine ,5,7,2,1,3,1,0,7,0,0,1,1,3,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,2,1,1,1,2,2,2,1,2,1,-2,1,0,4,2,3,2,3,4,2,3,2,2,2,2,3,2,2,2,1,1,1,0,,1,1,0,
2856,1,1,1,30,2,1,4,,0,7,2,1,1,1,6,5,1,0,1,0,,,,,,,,,,,,1,1,1,1,0,1,0,1,2,2,1,0,2,2,1,1,2,1,1,1,-1,1,0,4,2,3,2,3,4,2,3,2,2,2,2,2,1,1,1,2,,,,,,0,,
4170,1,1,1,30,1,1,4,,0,2,4,4,2,1,6,6,0,0,0,0,,,,,,,,,,,,1,1,1,2,1,1,2,2,-2,-2,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,3,2,3,4,2,3,2,2,2,2,2,1,1,1,2,,,,,,0,,
4083,1,1,1,30,2,2,4,,0,2,6,1,7,1,6,4,0,0,1,0,,,,,,,,,,,,1,1,1,1,1,1,2,2,-1,2,2,1,2,1,1,2,2,2,1,1,-1,2,0,4,2,3,2,3,4,2,3,2,2,2,2,2,1,1,1,1,1,2,,,1,1,0,
2056,1,1,1,44,,2,6,,4,7,1,9,13,2,1,3,0,0,1,0,,,,,,,,,,,,1,1,1,1,1,2,1,1,1,1,2,1,1,0,0,1,2,2,1,1,1,0,-1,3,2,3,2,3,4,2,3,2,2,2,2,2,0,1,1,3,,,,,,0,,
3457,0,1,1,32,1,1,5,,0,7,7,1,7,5,4,4,0,0,0,0,,,,,,,,,,,,-1,-1,0,0,1,1,2,2,0,2,0,0,-1,0,-1,1,1,1,0,0,0,0,0,3,2,3,2,3,4,2,3,2,2,2,1,2,-1,1,1,2,,,,,,1,0,
4044,1,1,1,36,1,2,4,,3,6,4,4,4,4,6,11,1,1,1,1,2,0,0,1,1,0,1,0,1,1,1,1,1,2,1,2,2,1,1,-2,2,2,1,2,2,1,2,2,2,2,2,-2,2,1,4,2,3,2,3,4,2,3,2,1,2,2,1,1,1,1,1,1,1,1,14,2,1,0,
1386,1,1,1,29,,1,4,,0,7,8,3,12,1,6,5,0,0,1,1,1,,,,,,,,,,,2,1,1,1,-1,1,1,2,2,2,1,-2,2,1,0,1,2,2,2,2,1,1,1,4,2,3,2,3,4,2,3,1,2,3,1,0,2,-1,-1,1,0,,,,1,1,0,
1008,1,1,1,45,2,2,4,,1,15,4,2,7,1,6,14,0,1,1,1,1,,,,,,,,,,,2,2,2,2,1,2,2,2,-2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,4,2,3,2,3,4,2,2,3,3,3,3,2,2,1,2,1,1,1,0,,1,1,0,
3192,1,1,1,30,2,2,4,,0,5,2,1,2,1,6,2,0,0,1,1,3,,,,,,,,,,,2,2,2,2,2,2,1,2,-2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,4,2,3,2,3,4,2,2,3,3,3,3,2,1,1,1,1,1,1,0,,,1,0,
3819,1,1,1,35,2,2,4,,4,2,7,4,1,1,6,7,0,1,1,1,2,0,1,0,1,0,1,0,1,1,1,1,1,2,2,2,2,2,2,0,2,2,2,-2,2,1,2,2,2,2,2,0,0,1,4,2,3,2,3,4,2,2,3,3,3,2,2,2,1,2,1,0,,,,1,1,0,
3301,1,1,1,30,2,2,4,,0,7,2,1,1,1,6,5,0,0,1,1,1,,,,,,,,,,,1,1,2,1,1,1,1,2,1,1,1,1,2,0,2,1,2,1,1,1,-2,2,-2,4,2,3,2,3,4,2,2,3,3,3,2,2,2,1,1,2,,,,,,0,,
1969,1,1,1,33,,2,2,Certificate,2,6,4,9,11,1,4,6,1,1,1,1,2,1,1,0,1,0,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,2,1,2,2,2,2,2,-2,2,2,4,2,3,2,3,4,2,2,3,2,2,2,1,1,1,1,2,,,,,,1,0,
1971,1,1,1,33,,2,3,Diploma,2,6,4,9,11,1,4,6,1,1,1,1,2,1,1,0,1,0,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,2,1,2,2,2,2,2,-2,2,2,4,2,3,2,3,4,2,2,3,2,2,2,1,1,1,1,2,,,,,,1,0,
1567,1,1,1,24,,1,3,,0,2,4,2,7,2,1,1,0,0,1,2,,,,,,,,,,,,2,2,1,0,-1,0,1,1,0,2,1,-1,2,1,0,1,2,1,1,2,-1,2,1,2,2,3,2,3,4,2,2,2,3,2,2,1,2,-1,1,3,,,,,,0,,
937,1,1,1,57,,2,4,,1,2,2,3,1,2,6,15,0,0,1,0,,,,,,,,,,,,2,2,1,1,0,0,2,2,0,2,2,1,2,2,1,2,2,2,1,1,0,1,1,4,2,3,2,3,4,2,2,2,2,2,2,2,2,1,1,2,,,,,,0,,
3310,1,1,1,28,2,1,4,MbChb,0,5,4,1,1,1,0,1,0,0,1,1,3,,,,,,,,,,,0,1,1,1,1,1,1,2,2,1,2,0,1,2,0,1,2,1,1,0,-1,2,-1,3,2,3,2,3,4,2,2,2,2,2,2,2,0,1,1,2,,,,,,0,,
3535,1,1,1,26,1,2,4,,1,9,2,9,11,1,6,3,0,0,1,0,,,,,,,,,,,,2,2,-1,-1,1,2,2,2,-2,2,2,1,2,2,1,1,2,2,2,2,-2,2,2,3,2,3,2,3,4,2,2,2,2,2,2,1,2,-1,2,2,,,,,,0,,
3928,1,1,1,38,1,2,6,,2,2,4,1,2,2,6,10,0,0,1,2,,,,,,,,,,,,-1,-1,1,2,1,1,1,-1,1,1,1,-1,0,0,0,-1,2,1,1,2,0,1,0,4,2,3,2,3,4,2,2,2,2,2,2,1,-1,-1,-1,2,,,,,,0,,
